root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
karm	candidate_gap		extended	2	karma	3.88	3		karma
karmel	obscure_root		tail	1	burnt	0.0			burnt sugar
karmelan	obscure_root		extended	2	carmelite	0.0			Carmelite
karmemor	obscure_root		tail	1	lamented	3.12			lamented, deceased
karmezin	obscure_root		tail	1	crimson	3.6			crimson
karn	obscure_root		core	3	carnal	2.97			carnal, fleshy
karnaval	obscure_root		tail	1	carnival	3.86			carnival
karneval	obscure_root		tail	1	carnival	3.86			carnival
karnokolor	obscure_root		tail	1	flesh-colored	0.0			flesh-colored
karnomanĝ	obscure_root		extended	2	carnivorous	2.85			carnivorous
karnovor	obscure_root		tail	1	carnivorous	2.85			carnivorous
karo	obscure_root		tail	1		0.0			diamond (cards)
karob	obscure_root		extended	2	carob	2.11			carob, St. John’s bread
karobarb	obscure_root		tail	1	algarroba	0.0			algarroba
karol	covered_T1_3	2	extended	2		0.0			carol
karoseri	obscure_root		tail	1	body	5.4			body, coach work
karot	covered_T1_3	1	extended	2		0.0			carrot
karoten	obscure_root		tail	1	carotene	2.59			carotene
karp	obscure_root		tail	1	carp	3.18			carp
karpe	obscure_root		tail	1	wrist-bone	0.0			wrist-bone
karpel	obscure_root		extended	2	carpel	1.86			carpel
karpen	obscure_root		tail	1	hornbeam	1.92			hornbeam, yoke elm
karst	obscure_root		tail	1	karst	2.52			karst
kart	covered_T1_3	1/2	core	8		0.0			card, map, menu, board
kartag	obscure_root		tail	1	carthaginian	0.0			Carthaginian
kartagan	obscure_root		tail	1	carthaginian	0.0			Carthaginian
kartav	obscure_root		tail	1	make	0.0			to make a uvular R
kartel	obscure_root		tail	1	cartel	3.58			cartel, bulletin
kartezi	obscure_root		tail	1	cartesian	0.0			Cartesian
kartilag	obscure_root		tail	1	cartilage	3.26			cartilage
kartlegil	obscure_root		tail	1	card	0.0			card reader
kartlud	obscure_root		tail	1	play	0.0			to play cards
kartografi	obscure_root		extended	2	cartographic	2.46			cartographic
kartomanci	obscure_root		tail	1	cartomancy	1.08			cartomancy
kartonalumetar	obscure_root		tail	1	book	5.43			book
kartotek	obscure_root		tail	1	card-file	0.0			card-file
kartoĉ	shade_mismatch		core	3	cartridge	3.57		shell	cartridge, shell, shot shell, shotgun shell
kartoĉozon	obscure_root		tail	1	bandoleer	1.18			bandoleer
karttradukil	obscure_root		tail	1	card	0.0			card interpreter
kartun	obscure_root		extended	2	cartoon	4.08			cartoon
kartuzi	obscure_root		extended	2	chartreuse	0.0			Chartreuse
kartuŝ	obscure_root		tail	1	cartouche	2.24			cartouche, scroll
kartvel	obscure_root		tail	1	georgian	0.0			Georgian
karusel	obscure_root		tail	1	carousel	3.21			carousel, carrousel
karvi	obscure_root		tail	1	caraway	2.43			caraway
karvibrand	obscure_root		tail	1		0.0			kümmel
kas	covered_T1_3	2	core	11		0.0			cash box, money box, till, cashier
kasaci	obscure_root		tail	1	quash	2.75			to quash, vacate, overturn
kasaj	covered_T1_3	2	tail	1		0.0			stash, something hidden, something concealed
kasangul	obscure_root		tail	1	hiding	0.0			hiding place
kasav	obscure_root		tail	1	cassava	2.8			cassava
kased	candidate_gap		extended	2	cartridge	3.57	3		cartridge, cassette
kasedbend	obscure_root		tail	1		0.0			cassette (tape)
kasedludil	obscure_root		tail	1	cassette	0.0			cassette player
kasedmagnetofon	obscure_root		tail	1	cassette	3.4			cassette
kaserol	shade_mismatch		tail	1	casserole	3.07		stew	casserole, saucepan, stew pan
kasi	obscure_root		tail	1	cassia	2.51			cassia
kasis	obscure_root		tail	1	cassis	2.28			cassis
kask	covered_T1_3	2	extended	2		0.0			helmet
kaskad	obscure_root		tail	1	cascaded	2.25			cascaded, cascading
kasked	obscure_root		tail	1		0.0			cap (with visor)
kaskoflor	obscure_root		tail	1	aconite	1.79			aconite, monkshood, wolfsbane, leopard’s bane
kaslibr	obscure_root		tail	1	account	0.0			account book
kaslingv	obscure_root		tail	1	secret	0.0			secret language
kaspens	obscure_root		tail	1	hidden	0.0			hidden thought, hidden agenda
kaspolicist	obscure_root		tail	1	undercover	0.0			undercover policeman
kasraport	obscure_root		tail	1	report	5.32			treasurer’s report
kasrevizor	obscure_root		tail	1	auditor	3.48			auditor
kast	candidate_gap		core	4	caste	3.6	3		caste
kastanhar	obscure_root		tail	1	having	0.0			having chestnut-brown hair
kastanjet	obscure_root		tail	1	castanet	1.38			castanet
kastankolor	obscure_root		tail	1	chestnut-brown	0.0			chestnut-brown
kastel	covered_T1_3	1	extended	2		0.0			castle, citadel, fort, stronghold, mansion
kastelgraf	obscure_root		tail	1	viscount	3.16			viscount
kastili	obscure_root		tail	1	castilian	0.0			Castilian
kastilian	obscure_root		tail	1	castilian	0.0			Castilian
kastor	obscure_root		tail	1	beaver	3.61			beaver, of a beaver
kastored	obscure_root		tail	1	beavers	3.06			beavers
kastr	obscure_root		core	3	castrate	2.33			to castrate
kasuar	obscure_root		extended	2	cassowary	2.01			cassowary
kasub	obscure_root		tail	1	kashubian	0.0			Kashubian
kasubi	obscure_root		tail	1	kashubia	0.0			Kashubia
kat	covered_T1_3	1	core	9		0.0			feline
katadioptrik	obscure_root		tail	1	mirror	4.47			mirror
katafalk	obscure_root		tail	1	catafalque	1.45			catafalque, open hearse
kataklism	obscure_root		tail	1	cataclysm	2.64			cataclysm
katakomb	obscure_root		tail	1	catacomb	2.07			catacomb
katal	obscure_root		tail	1	katal	0.0			katal
katalepsi	obscure_root		tail	1	catalepsy	1.53			catalepsy, trance
kataliz	obscure_root		extended	2	catalyze	2.52			to catalyze
katalizil	obscure_root		tail	1	catalyzer	1.17			catalyzer
katalog	obscure_root		tail	1	catalog	3.91			to catalog, catalogue
katalun	obscure_root		tail	1	catalonian	0.0			Catalonian
katamaran	obscure_root		tail	1	catamaran	2.58			catamaran
kataplasm	obscure_root		tail	1	plaster	3.53			plaster, poultice
katapult	obscure_root		tail	1	catapult	3.01			to catapult
katarakt	obscure_root		tail	1		0.0			cataract (eyes)
katari	obscure_root		tail	1	catmint	1.18			catmint, catnip
katarted	obscure_root		tail	1	new	0.0			New World vultures
katastr	obscure_root		tail	1	land	0.0			land register, official real estate register, register of title deeds
katastrof	covered_T1_3	2	tail	1		0.0			calamitous, catastrophic, miserable, disastrous
katatoni	obscure_root		tail	1	catatonia	1.95			catatonia
katblek	obscure_root		tail	1	mew	3.0			to mew
katedr	shade_mismatch		tail	1	cathedral	3.99		chair	cathedral, professorial chair or platform, pulpit, lecturer’s desk, professorship
katedral	obscure_root		tail	1	cathedral	3.99			cathedral
kategori	covered_T1_3	2/3	core	4		0.0			categorical, firm, peremptory, resolute
katekism	obscure_root		tail	1	catechism	2.92			catechism
katekist	obscure_root		tail	1	catechist	1.87			catechist
katekiz	obscure_root		core	4	catechetical	1.99			catechetical
katen	obscure_root		core	3	chain	4.65			to chain, place in chains, fetter, shackle, restrain, handcuff
kateĉu	obscure_root		tail	1	catechu	1.43			catechu, cutch
kateĉuarek	obscure_root		tail	1	betelnut	0.0			betelnut palm
kateĉupalm	obscure_root		tail	1	betelnut	0.0			betelnut palm
kateĥism	obscure_root		tail	1	catechism	2.92			catechism
kateĥist	obscure_root		tail	1	catechist	1.87			catechist
kateĥiz	obscure_root		core	4	catechetical	1.99			catechetical
katherb	obscure_root		tail	1	allheal	0.0			allheal, valerian
kati	obscure_root		tail	1	catty	2.56			catty
katiz	obscure_root		tail	1	glaze	3.28			to glaze, gloss
katjon	obscure_root		tail	1	cation	2.79			cation
katod	shade_mismatch		tail	1	cathode	3.03		negative	cathode, negative electrode
katolik	obscure_root		core	4	catholic	0.0			Catholic
katun	obscure_root		tail	1	cotton	4.35			cotton
katvir	obscure_root		tail	1	tom	0.0			tom cat
kaukaz	obscure_root		tail	1	caucasus	0.0			Caucasus
kauĉukflos	obscure_root		tail	1	inflatable	0.0			inflatable raft
kav	covered_T1_3	1/2	core	7		0.0			concave, hollow
kavaleri	candidate_gap		extended	2	cavalry	3.8	3		cavalry
kavalir	covered_T1_3	2	core	4		0.0			chivalrous, gallant, knightly
kavalirspron	obscure_root		tail	1	larkspur	2.12			larkspur
kavalkad	obscure_root		tail	1	cavalcade	2.52			cavalcade
kavern	obscure_root		core	3	cavernous	2.75			cavernous, hollow
kavernhom	obscure_root		tail	1	caveman	2.89			caveman
kavi	obscure_root		extended	2	guinea	0.0			guinea pig
kavokul	obscure_root		tail	1	hollow-eyed	0.0			hollow-eyed
kaz	covered_T1_3	2	extended	2		0.0			affair, case, matter
kazak	covered_T1_3	2	tail	1		0.0			colors, smock
kazaĥ	obscure_root		tail	1	kazak	0.0			Kazak, Kazakh
kaze	obscure_root		core	3	curd	2.92			curd
kazeigaĵ	obscure_root		tail	1	rennet	2.17			rennet
kazeigil	obscure_root		tail	1	rennet	2.17			rennet
kazemat	obscure_root		tail	1	casemate	1.81			casemate
kazern	shade_mismatch		tail	1	barracks	3.67		quarters	barracks, soldiers’ quarters
kazetiked	obscure_root		tail	1	tag	0.0			tag field
kazfraz	obscure_root		tail	1	case	5.55			case
kazigil	obscure_root		tail	1	rennet	2.17			rennet
kazostud	obscure_root		tail	1	case	0.0			case study
kazstud	obscure_root		tail	1	case	0.0			case study
kazu	obscure_root		core	3	difficulty	0.0			difficulty of conscience
kazubl	obscure_root		tail	1	chasuble	1.84			chasuble
kazuistik	obscure_root		tail	1	causistry	0.0			causistry
kaĉ	covered_T1_3	2	extended	2		0.0			gruel, mess, mush, porridge, puree, slush, hodge-podge
kaĉalot	obscure_root		tail	1	cachalot	1.37			cachalot, sperm whale
kaĝ	covered_T1_3	2	core	3		0.0			cage
kaĝobird	obscure_root		tail	1	cage	0.0			cage bird
kaĵol	obscure_root		tail	1	cajole	2.19			to cajole, coax, wheedle
kaŝ	covered_T1_3	2/3	core	20		0.0			surreptitious, veiled, stealthy
kaŝaŭskult	obscure_root		tail	1	bug	4.2			to bug, eavesdrop, listen in, monitor, tap
kaŝdosier	obscure_root		extended	2	cache	0.0			cache file
kaŝgard	obscure_root		tail	1	hold	0.0			to hold back, keep back, withhold
kaŝgastig	obscure_root		tail	1	harbor	4.15			to harbor
kaŝhelpil	obscure_root		tail	1	cheat	0.0			cheat sheet
kaŝir	obscure_root		tail	1	steal	4.41			to steal, move stealthily, sneak around
kaŝkomerc	obscure_root		tail	1	black	0.0			black market, contraband, illegal commerce
kaŝkopi	obscure_root		tail	1	blind	0.0			blind carbon copy
kaŝkromprogram	obscure_root		tail	1	cache	0.0			cache plugin, cache plug-in
kaŝlok	obscure_root		tail	1	hiding	0.0			hiding place
kaŝlud	obscure_root		tail	1	play	0.0			to play hide-and-seek
kaŝmemor	candidate_gap		extended	2	cache	3.63	3		cache, caching
kaŝmemorig	obscure_root		core	3		0.0			to cache (memory)
kaŝmikrofon	obscure_root		tail	1	bug	4.2			bug, hidden microphone
kaŝmiks	obscure_root		tail	1	scramble	3.39			to scramble
kaŝmir	obscure_root		tail	1	kashmiri	0.0			Kashmiri
kaŝmiran	obscure_root		tail	1	kashmiri	0.0			Kashmiri
kaŝnom	obscure_root		tail	1	nickname	3.91			nickname, pseudonym, pen name, nom de guerre
kaŝobserv	obscure_root		extended	2	peep	3.39			to peep, peep upon, spy, spy upon
kaŝpafist	obscure_root		tail	1	sniper	3.73			sniper
kaŝpasaĝer	obscure_root		tail	1	stowaway	2.51			stowaway
kaŝpolican	obscure_root		tail	1	undercover	0.0			undercover policeman
kaŝprovokist	obscure_root		tail	1	agent-provocateur	0.0			agent-provocateur
kaŝrid	obscure_root		tail	1	giggle	3.35			to giggle, snigger
kaŝrigard	obscure_root		tail	1	peep	3.39			to peep
kaŝtan	shade_mismatch		extended	2	chestnut	3.46		horse	chestnut, edible chestnut, horse chestnut
kaŝtanarb	obscure_root		tail	1	chestnut	0.0			chestnut tree
kaŝtanbrun	obscure_root		tail	1	chestnut	3.46			chestnut
kaŝtanurb	obscure_root		tail	1	chestnut-tree	0.0			chestnut-tree
kaŝvest	obscure_root		tail	1	disguise	3.72			to disguise
kaŝvojaĝant	obscure_root		tail	1	stowaway	2.51			stowaway
kaŝŝargil	obscure_root		tail	1	cache	0.0			cache loader
kaŭci	obscure_root		tail	1	under	0.0			under bond, on bail
kaŭkalid	obscure_root		tail	1	bur-parsley	0.0			bur-parsley
kaŭkaz	obscure_root		tail	1	caucasus	0.0			Caucasus, Caucasia
kaŭr	covered_T1_3	2	core	4		0.0			to cower, crouch, squat, lurk
kaŭsalgi	obscure_root		tail	1	burning	0.0			burning pain
kaŭstik	obscure_root		core	3	burning	4.5			burning, caustic, corrosive
kaŭter	obscure_root		tail	1	cauterize	2.04			to cauterize
kaŭteriz	obscure_root		tail	1	cauterize	2.04			to cauterize, sear
kaŭterizil	obscure_root		tail	1	cautery	1.64			cautery
kaŭz	covered_T1_3	2/3	core	5		0.0			causal
kaŭĉuk	covered_T1_3	2	tail	1		0.0			rubber
kaŭĉukarb	obscure_root		tail	1	rubber	0.0			rubber tree
kd	covered_T1_3	1	modern	-1		0.0			CD (compact disc)
ke	obscure_root		tail	1	kea	2.54			kea
kebab	candidate_gap		extended	2	kebab	3.03	3		kebab
kecal	obscure_root		tail	1	quetzal	2.01			quetzal
kefir	obscure_root		tail	1	kefir	2.13			kefir
kegi	obscure_root		tail	1	skittle	2.05			skittle
kegl	obscure_root		core	6	bowling	0.0			bowling pin, ninepin, pin, skittle
keglolud	obscure_root		core	3	bowling	4.05			bowling
keirant	obscure_root		tail	1	wallflower	2.5			wallflower
kejl	shade_mismatch		tail	1	peg	3.49		pin	to peg, pin
keks	covered_T1_3	1/2	tail	1		0.0			biscuit, cookie
kel	covered_T1_3	2	extended	2		0.0			basement, cellar
keletaĝ	shade_mismatch		tail	1	cellar	3.6		basement	cellar, basement
kelfenestr	obscure_root		tail	1	basement	0.0			basement window
kelidoni	obscure_root		tail	1	greater	0.0			greater celadine, greater celandine
kelk	covered_T1_3	1	core	3		0.0			a little, some
kelkafoj	obscure_root		tail	1	few	0.0			a few times
kelkatag	obscure_root		tail	1	few	0.0			for a few days
kelkatemp	obscure_root		tail	1	temporary	4.48			temporary
kelkcent	obscure_root		tail	1	several	0.0			several hundred
kelkfoj	obscure_root		tail	1	occasional	4.12			occasional
kelkmonat	obscure_root		tail	1	few	0.0			for a few months
kelkokaz	obscure_root		tail	1	sometimes	0.0			sometimes
kelktemp	obscure_root		tail	1	little	0.0			a little time, temporarily
kelner	covered_T1_3	1	extended	2		0.0			to wait
keloni	covered_T1_3	2	tail	1		0.0			turtle
kelt	obscure_root		tail	1	celtic	0.0			Celtic
kelvinometr	obscure_root		tail	1	color	0.0			color meter
kelŝtupar	obscure_root		tail	1	basement	0.0			basement stairs
kemi	covered_T1_3	2/3	core	3		0.0			chemical
kemiterapi	obscure_root		tail	1	chemotherapy	3.56			chemotherapy
ken	obscure_root		tail	1	resin-wood	0.0			resin-wood, resinous wood
kenj	obscure_root		tail	1	kenyan	0.0			Kenyan
kenjan	obscure_root		extended	2	kenyan	0.0			Kenyan
kenomel	obscure_root		tail	1	dwarf	0.0			dwarf quince
kenopodiac	obscure_root		tail	1	goosefoot	1.16			goosefoot
kent	obscure_root		tail	1	kentish	0.0			Kentish
kentuki	obscure_root		tail	1	kentuckian	0.0			Kentuckian
kentukian	obscure_root		tail	1	kentuckian	0.0			Kentuckian
kep	obscure_root		tail	1		0.0			cap (military)
kepler	obscure_root		tail	1	kepler	0.0			Kepler, Keplerian
kepr	obscure_root		tail	1	twill	2.66			twill
ker	obscure_root		tail	1		0.0			heart (cards)
keri	obscure_root		tail	1	japanese	0.0			Japanese yellow rose
kerkedul	obscure_root		tail	1	teal	3.25			teal
kermes	obscure_root		tail	1	country	0.0			country fair, fair, kermis, village fair
kern	covered_T1_3	2/3	core	3		0.0			central, crucial, key
kernenergi	obscure_root		tail	1	nuclear	0.0			nuclear energy
kernfrukt	obscure_root		tail	1	drupe	1.69			drupe
kernovok	obscure_root		tail	1	supervisor	0.0			supervisor call, system call
kernrompul	obscure_root		tail	1	hawfinch	1.34			hawfinch
kerofil	obscure_root		tail	1	chervil	1.91			chervil
kerosen	obscure_root		tail	1	kerosene	3.02			kerosene
kerub	obscure_root		tail	1	cherub	2.59			cherub
kest	covered_T1_3	2	extended	2		0.0			box, chest, coffer, case, trunk, crate
kestkaptil	obscure_root		tail	1	box	0.0			box trap
kestoŝrank	obscure_root		tail	1	buffet	3.54			buffet
keĉap	obscure_root		tail	1	ketchup	3.46			ketchup
keĉu	obscure_root		tail	1	quechua	0.0			Quechua
keĉup	obscure_root		tail	1	ketchup	3.46			ketchup
ki	obscure_root		tail	1	what	0.0			what a, what kind of, what sort of
kiagrad	obscure_root		tail	1	what	0.0			to what extent
kial	obscure_root		extended	2	what	0.0			what for, why, for what reason
kiam	obscure_root		extended	2		0.0			as, when
kiamanier	obscure_root		tail	1	how	0.0			how, in what way
kiamotiv	obscure_root		tail	1	what	0.0			for what reason
kiarezult	obscure_root		tail	1	what	0.0			with what result, with what effect
kiberkosm	obscure_root		tail	1	cyberspace	2.99			cyberspace
kibernetik	obscure_root		tail	1	cybernetic	2.63			cybernetic
kibic	obscure_root		tail	1	busybody	2.13			busybody, meddler
kiborg	obscure_root		tail	1	cyborg	3.22			cyborg
kibuc	obscure_root		extended	2	kibbutz	2.71			kibbutz
kidnap	obscure_root		tail	1	kidnap	3.48			to kidnap
kie	obscure_root		tail	1	whereabouts	3.54			whereabouts
kiel	obscure_root		extended	2		0.0			as, like, such as, how, in what way, such a, what a
kielmanier	obscure_root		tail	1	what	0.0			in what way
kies	obscure_root		tail	1	which	0.0			of which, which one’s, whose
kiker	obscure_root		tail	1	chickpea	2.5			chickpea
kil	obscure_root		tail	1	keel	3.19			keel
kilobajt	obscure_root		tail	1	kilobyte	1.64			kilobyte
kilobit	obscure_root		tail	1	kilobit	1.1			kilobit
kilobitok	obscure_root		tail	1	kilobyte	1.64			kilobyte, kilo-octet
kilocikl	obscure_root		tail	1	kilocycle	0.0			kilocycle
kilogram	obscure_root		tail	1	kilo	3.13			kilo, kilogram
kilogramfort	obscure_root		tail	1	kilogram	0.0			kilogram force
kilogrammetr	obscure_root		tail	1	kilogram-meter	0.0			kilogram-meter
kiloherc	obscure_root		tail	1		0.0			kilohertz (kHz)
kilokalori	obscure_root		tail	1	kilocalorie	1.14			kilocalorie
kilolitr	obscure_root		tail	1	kiloliter	0.0			kiloliter
kilometr	covered_T1_3	2	tail	1		0.0			kilometer
kilomol	obscure_root		tail	1	kilomole	0.0			kilomole
kiloneŭton	obscure_root		tail	1	kilonewton	0.0			kilonewton
kilonuton	obscure_root		tail	1	kilonewton	0.0			kilonewton
kiloom	obscure_root		tail	1	kilo-ohm	0.0			kilo-ohm, kilohm
kiloparsek	obscure_root		tail	1	kiloparsec	0.0			kiloparsec
kilopaskal	obscure_root		tail	1	kilopascal	0.0			kilopascal
kilotun	obscure_root		tail	1	kiloton	1.98			kiloton
kilovat	obscure_root		tail	1	kilowatt	2.8			kilowatt
kilovathor	obscure_root		tail	1	kilowatt-hour	0.0			kilowatt-hour
kilovatt	obscure_root		tail	1	kilowatt	2.8			kilowatt
kilovolt	obscure_root		tail	1	kilovolt	1.51			kilovolt
kiloĵul	obscure_root		tail	1	kilojoule	1.19			kilojoule
kiloŭat	obscure_root		tail	1	kilowatt	2.8			kilowatt
