filename,stratum,total_tokens,t1_count,t2_count,t3_count,t4_count,unknown_count,n_sentences,t4_ratio,common_ratio,distinct_t4,t4_variety,cooccur_pairs,cooccur_density,multi_concept_ratio,t3_anchor_density,t3_anchor_rate,unknown_tokens
expert_06.txt,expert,428,123,175,54,7,69,35,0.0235,0.6963,0,0.0,1,0.0286,0.1667,0.2286,0.1481,"[""advisable"", ""and/or"", ""bilateral"", ""c"", ""calculations"", ""declaration"", ""declarations"", ""e.g."", ""erp"", ""eur.1"", ""european"", ""ex"", ""exw"", ""heading"", ""hs"", ""hurdles"", ""i.e."", ""manufacture"", ""manufactured"", ""matrix"", ""mediterranean"", ""moulded"", ""pem"", ""phase.1"", ""preferential"", ""recognisable"", ""reflexively"", ""respective"", ""rethink"", ""shipments"", ""spare"", ""supplier"", ""suppliers"", ""switzerland"", ""systematically"", ""tariff"", ""tolerance"", ""wording"", ""works"", ""worthwhile""]"
expert_07.txt,expert,1120,188,493,142,44,253,64,0.0646,0.608,0,0.0,9,0.1406,0.3214,1.2969,0.5845,"[""abusive"", ""accelerating"", ""acceptance"", ""accra"", ""afcfta"", ""africa"", ""african"", ""alleviates"", ""ambitious"", ""annex"", ""apparatus"", ""apparel"", ""arabic"", ""arrangements/"", ""au"", ""avenues"", ""cameroon"", ""certificate"", ""certification"", ""certified"", ""changer"", ""circulate"", ""circumvention"", ""compliant"", ""comprehension"", ""confidentiality"", ""consignment"", ""continental"", ""cumulation"", ""declaration"", ""dedicated"", ""dubbed"", ""efficiently"", ""egypt"", ""eligible"", ""engagement"", ""essentially"", ""eu"", ""european"", ""ex"", ""exhaustive"", ""flagship"", ""french"", ""fulfilled"", ""ghana"", ""guided"", ""harmonisation"", ""harmonized"", ""heading"", ""heads"", ""hs"", ""inputs/"", ""installed"", ""intra"", ""invoice"", ""issuance"", ""iv"", ""jointly"", ""kenya"", ""kickstart"", ""mauritius"", ""meaningful"", ""mixing"", ""nationality"", ""non"", ""organisations"", ""originate"", ""originating"", ""packaging"", ""para"", ""pave"", ""portuguese"", ""preferential"", ""preservation"", ""psrs"", ""recs"", ""reloading"", ""remedies"", ""roo"", ""rwanda"", ""secretariat"", ""settlement"", ""stipulates"", ""substantial"", ""tailor"", ""tanzania"", ""tariff"", ""territorial"", ""territories"", ""textile"", ""threshold"", ""tolerance"", ""transshipment"", ""tunisia"", ""usd"", ""verification"", ""wco"", ""wholly"", ""works"", ""zones""]"
expert_08.txt,expert,1315,212,533,167,67,336,98,0.0899,0.5665,0,0.0,25,0.2551,0.3256,0.8571,0.503,"[""accordingly"", ""activation"", ""adoption"", ""aeo"", ""aeoc"", ""aeos"", ""agents"", ""akritidis"", ""ambitious"", ""antov"", ""auditors"", ""authorisation"", ""authorisations"", ""authorised"", ""belgium"", ""blackman"", ""brokerage"", ""bulgaria"", ""bulgarian"", ""burdensome"", ""bv"", ""ccrm"", ""certificate"", ""christina"", ""christopher"", ""coexistence"", ""comparative"", ""compliance"", ""compliant"", ""complications"", ""confidential"", ""crowell"", ""customsclear"", ""denmark"", ""dhl"", ""disruption"", ""e.g."", ""effectiveness"", ""efficiency"", ""eligibility"", ""enrika"", ""era"", ""eu"", ""eur"", ""european"", ""familiarise"", ""foremost"", ""forwarding"", ""freight"", ""fulfilling"", ""georgi"", ""german"", ""germany"", ""gmbh"", ""goranov"", ""harmonise"", ""hristina"", ""hristova"", ""hub"", ""hurdles"", ""ics2"", ""inclusiveness"", ""incomprehensible"", ""infringement"", ""ireland"", ""jason"", ""legitimate"", ""lengthy"", ""lithuania"", ""lithuanian"", ""logistics"", ""lpp"", ""ltd"", ""lux"", ""ma"", ""managing"", ""matt"", ""measured"", ""michael"", ""milestones"", ""modernising"", ""momchil"", ""naujoke"", ""netherlands"", ""non"", ""notable"", ""notably"", ""nsbs"", ""offence"", ""operators"", ""organisation"", ""organisational"", ""osenbrüggen"", ""parliament"", ""practicality"", ""proactively"", ""provisionally"", ""readiness"", ""revoked"", ""rigorous"", ""robust"", ""sabine"", ""safeguards"", ""scrutiny"", ""sentiment"", ""sharing"", ""siemens"", ""simplification"", ""simplifications"", ""simplified"", ""smes"", ""solvency"", ""spain"", ""stakeholder"", ""standards"", ""states"", ""streamlining"", ""strictly"", ""stringent"", ""t&c"", ""t&c."", ""taxation"", ""timeframe"", ""timetable"", ""trader"", ""traders"", ""trusted"", ""ucc"", ""uk"", ""uncertain"", ""uncertainty"", ""unclear"", ""underlined"", ""uneven"", ""unfold"", ""unitax"", ""untapped"", ""vague"", ""vassilis"", ""vs"", ""waiver"", ""€""]"
expert_09.txt,expert,3196,537,1305,286,370,698,183,0.2009,0.5763,0,0.0,369,2.0164,0.621,1.3607,0.8706,"[""102(2)(b"", ""102(4"", ""104(2"", ""109(2)(2nd"", ""110(2"", ""119(1"", ""120(1"", ""123(2)(c"", ""124(1)(b"", ""128(3a)(c"", ""159(2"", ""176(2"", ""176(3"", ""18(3)(2nd"", ""181(4"", ""187(2"", ""191(1)(c"", ""20(1)(c"", ""20(3)(e"", ""201(1"", ""21(1"", ""211(3)(b"", ""24(4"", ""25(3)(e"", ""25(3)(f"", ""25(7"", ""27(1"", ""27(1)(3rd"", ""27(3"", ""27(6"", ""31(1"", ""38(6"", ""39(e"", ""3pl"", ""59(3"", ""62(1"", ""82(2"", ""88(3)(a"", ""95(2"", ""96(1"", ""abolish"", ""abolished"", ""abolition"", ""accelerate"", ""accountability"", ""aeo"", ""aeoc"", ""aeocs"", ""aeos"", ""alia"", ""align"", ""and/or"", ""annex"", ""appointing"", ""arts"", ""auditors"", ""authorisation"", ""authorisations"", ""authorised"", ""avert"", ""b"", ""baseline"", ""cbam"", ""centralisation"", ""certification"", ""cf"", ""circulation"", ""compendium"", ""competent"", ""compliance"", ""compulsory"", ""consignee"", ""consignment"", ""consignor"", ""contra"", ""corrections"", ""correctness"", ""d"", ""da"", ""declaration"", ""declarations"", ""defer"", ""deferment"", ""deferral"", ""deforestation"", ""delegated"", ""deliberations"", ""depriving"", ""designation"", ""deterioration"", ""directives"", ""duplication"", ""e"", ""e.g."", ""empowerment"", ""entitlement"", ""envisaged"", ""envisages"", ""ep"", ""erp"", ""essentially"", ""eu"", ""european"", ""exacerbated"", ""excise"", ""exemption"", ""expiry"", ""forwarders"", ""freight"", ""fulfil"", ""fulfilled"", ""fulfilment"", ""graph"", ""graphs"", ""handover"", ""heijmann"", ""holder"", ""hub"", ""hubs"", ""i.e."", ""ia"", ""importer’s"", ""incoming"", ""incomprehensible"", ""incurring"", ""infringement"", ""insofar"", ""inter"", ""interfaces"", ""interim"", ""intermediaries"", ""invalidation"", ""invoices"", ""irregularities"", ""irrespective"", ""issuers"", ""jeopardise"", ""junctions"", ""liable"", ""lodge"", ""logistics"", ""losers"", ""mandatory"", ""manufacturer"", ""materialise"", ""meantime"", ""micro"", ""modelling"", ""multinational"", ""necessity"", ""non"", ""nonfinancial"", ""nonfiscal"", ""notably"", ""notification"", ""novelty"", ""opt"", ""opted"", ""organisation"", ""outgoing"", ""overarching"", ""overstated"", ""p."", ""para"", ""parliament"", ""passports"", ""permissible"", ""peters"", ""practicality"", ""pre"", ""preferential"", ""prescribed"", ""privileged"", ""productive"", ""profitability"", ""progressively"", ""provider"", ""questionable"", ""quota"", ""r"", ""reduced"", ""refund"", ""refunds"", ""regardless"", ""replacement"", ""reporting"", ""representation"", ""reputable"", ""reputational"", ""rightly"", ""sharing"", ""simplification"", ""simplifications"", ""simplified"", ""sized"", ""smes"", ""specialised"", ""states"", ""sub"", ""supervision"", ""suppliers"", ""surveillance"", ""suspensive"", ""t&c"", ""t&c."", ""t&cs"", ""tariff"", ""taxes"", ""territory"", ""tracking"", ""trader"", ""traders"", ""trusted"", ""ucc"", ""unavailability"", ""uncertainty"", ""understated"", ""unloading"", ""usage"", ""vat"", ""waiver"", ""warehouse"", ""warehousing"", ""withdraw"", ""withdrawn"", ""workload""]"
expert_10.txt,expert,1106,185,386,120,98,317,80,0.1716,0.5163,0,0.0,80,1.0,0.4706,0.8,0.5333,"[""additionally"", ""admission"", ""adoption"", ""aeo"", ""aeoc"", ""aeos"", ""affidavit"", ""agents"", ""agriculture"", ""align"", ""aligning"", ""alleged"", ""alliance"", ""ambitious"", ""america"", ""argentina"", ""asia"", ""audits"", ""authorisation"", ""authorisations"", ""authorised"", ""aviation"", ""bolivia"", ""brazil"", ""brazilian"", ""calculations"", ""canada"", ""cargo"", ""ccrm"", ""certificate"", ""certificates"", ""certification"", ""certified"", ""chile"", ""china"", ""classification"", ""colombia"", ""commercially"", ""comparable"", ""compliance"", ""contamination"", ""costa"", ""cources"", ""declaration"", ""declarations"", ""dedicated"", ""defence"", ""depositaries"", ""depositories"", ""disclosure"", ""dispensing"", ""dominican"", ""e.g."", ""eduardo"", ""efficiently"", ""eu"", ""europe"", ""european"", ""exempt"", ""exemption"", ""familiarise"", ""formally"", ""forum"", ""forwarders"", ""freight"", ""guatemala"", ""harmonised"", ""hong"", ""i.e."", ""ii"", ""iii"", ""illicit"", ""ilona"", ""importers"", ""interconnected"", ""interference"", ""intermediary"", ""irregularities"", ""israel"", ""israeli"", ""kong"", ""korea"", ""kyryievskyi"", ""legitimate"", ""leite"", ""mainteaining"", ""managing"", ""mandatory"", ""mathematical"", ""medicines"", ""mercosur"", ""metrology"", ""mexico"", ""mishchenko"", ""modalities"", ""modality"", ""modernise"", ""module"", ""modules"", ""mra"", ""mras"", ""negotiated"", ""negotiating"", ""non"", ""odesa"", ""oleg"", ""omer"", ""operational"", ""operators"", ""organisation"", ""pacific"", ""paraguay"", ""partially"", ""penalise"", ""personnel"", ""peru"", ""phd"", ""pre"", ""products"", ""redex"", ""republic"", ""respectively"", ""rica"", ""russia"", ""satisfactory"", ""secex"", ""secretariat"", ""seminars"", ""serbia"", ""shipments"", ""simplifications"", ""simplified"", ""solvency"", ""states"", ""streamline"", ""streamlined"", ""strengthen"", ""strengthens"", ""surveillance"", ""t&c"", ""tailored"", ""taiwan"", ""testament"", ""traders"", ""ukraine"", ""ukrainian"", ""uncertainties"", ""underlines"", ""undoubtedly"", ""upheld"", ""uruguay"", ""usa"", ""verification"", ""verified"", ""viability"", ""wagner"", ""warehouses"", ""waterway"", ""wco""]"
expert_11.txt,expert,465,111,170,35,40,109,37,0.1423,0.6043,0,0.0,25,0.6757,0.5,0.4865,0.5143,"[""abreast"", ""adhered"", ""auspices"", ""b.v."", ""blocs"", ""bolster"", ""cargo"", ""certificate"", ""compliance"", ""compliant"", ""concrete"", ""consigned"", ""consignee"", ""consignment"", ""consignments"", ""contractual"", ""declaration"", ""eu"", ""evfta"", ""execution"", ""expressly"", ""factual"", ""fta"", ""ftas"", ""hydraulic"", ""i.e."", ""immense"", ""impart"", ""importer/"", ""infancy"", ""invoices"", ""lading"", ""logistics"", ""netherlands"", ""non"", ""noteworthy"", ""numbering"", ""packing"", ""powerhouse"", ""premier"", ""reputable"", ""respective"", ""rotterdam"", ""se"", ""shipments"", ""shipping"", ""singapore"", ""spare"", ""splitting"", ""streamline"", ""territory"", ""tools"", ""transshipment"", ""undoubtedly"", ""v5"", ""vietnam"", ""workaround""]"
expert_12.txt,expert,1215,198,492,137,100,288,77,0.1449,0.5679,0,0.0,48,0.6234,0.4314,1.2857,0.7226,"[""1990s"", ""abuse"", ""accede"", ""accelerate"", ""accession"", ""acquis"", ""additionally"", ""aeo"", ""analog"", ""armenia"", ""authorizations"", ""authorized"", ""azerbaijan"", ""belarus"", ""c"", ""calculation"", ""cefta"", ""centre"", ""chd"", ""checkpoints"", ""co"", ""coefficients"", ""coercive"", ""compliance"", ""complicity"", ""computerisation"", ""computerization"", ""computerized"", ""consignee"", ""consignees"", ""consignor"", ""cpma"", ""declarations"", ""dedicated"", ""deployed"", ""deploying"", ""deployment"", ""dg"", ""directorate"", ""discontinue"", ""discontinuing"", ""ea"", ""ec"", ""ee"", ""efta"", ""eni"", ""eni/2017/040"", ""envisages"", ""ets"", ""eu"", ""eu4pfm"", ""eurasian"", ""european"", ""excessively"", ""extensive"", ""formalities"", ""formally"", ""fulfilling"", ""georgia"", ""guaranties"", ""harmonized"", ""i.e."", ""im"", ""importantly"", ""inspector-2006"", ""instrumental"", ""interconnection"", ""interconnections"", ""interfaces"", ""internationaux"", ""irrespectively"", ""iteration"", ""jointly"", ""lithuania"", ""localization"", ""localized"", ""lodge"", ""lodged"", ""ministers"", ""modernisation"", ""modules"", ""moldova"", ""multilateral"", ""ncts"", ""neighbouring"", ""non"", ""operational"", ""paperless"", ""para"", ""peculiarities"", ""portal"", ""pre"", ""preconditions"", ""procure"", ""readiness"", ""recourses"", ""regulative"", ""republic"", ""respective"", ""rigorous"", ""rollout"", ""routiers"", ""sida"", ""simplification"", ""simplifications"", ""solvency"", ""states"", ""streaming"", ""suitableness"", ""supranational"", ""swedish"", ""t1ua"", ""taxation"", ""taxud"", ""tc"", ""telecommunication"", ""tendency"", ""territory"", ""tir"", ""trader"", ""traders"", ""twinning"", ""ukraine"", ""ukrainian"", ""upgraded"", ""usage"", ""vulnerability"", ""withdrawing""]"
expert_13.txt,expert,1455,335,569,80,214,257,132,0.2367,0.6213,0,0.0,181,1.3712,0.5368,0.447,0.7375,"[""57(3"", ""744.6(b"", ""85(1"", ""86(3"", ""a."", ""acceptance"", ""aduaneiras"", ""advisable"", ""aeo"", ""annette"", ""antov"", ""argentina"", ""ata"", ""audits"", ""authorisations"", ""aw"", ""awb"", ""b"", ""belgium"", ""besuspariene"", ""bis"", ""brazil"", ""bulgaria"", ""bureau"", ""calculation"", ""cargo"", ""carnet"", ""china"", ""christelle"", ""circuits"", ""circulation"", ""classification"", ""classified"", ""comical"", ""confiscate"", ""contractual"", ""cpd"", ""cursos"", ""custax"", ""d."", ""declaration"", ""destined"", ""discharging"", ""disclosure"", ""dr"", ""dubouchet"", ""e"", ""e.g."", ""eduardo"", ""encompass"", ""enrika"", ""erika"", ""eu"", ""european"", ""examined"", ""excise"", ""extraterritorial"", ""firstly"", ""forma"", ""formalisation"", ""france"", ""generalising"", ""german"", ""germany"", ""gottifredi"", ""importing"", ""interruption"", ""invoice"", ""israel"", ""israeli"", ""lading"", ""lawsuit"", ""leite"", ""limitation"", ""lithuania"", ""lithuanian"", ""lux"", ""magnus"", ""manufacture"", ""maria"", ""michael"", ""mitigate"", ""mitigating"", ""mitigation"", ""momchil"", ""naujokė"", ""nettes`globaltrade"", ""nomenclature"", ""non"", ""omer"", ""ordinance"", ""packing"", ""paperwork"", ""persons"", ""pillars"", ""prax"", ""preferential"", ""procedure(s"", ""pursuant"", ""pwc"", ""quota"", ""refunded"", ""reiser"", ""reporting"", ""resell"", ""rinnert"", ""sanctions"", ""sandra"", ""semiconductors"", ""servicing"", ""shipment"", ""shipping"", ""simplifications"", ""simplifications/"", ""solvency"", ""stipulates"", ""storage"", ""subdivision"", ""subheading"", ""suspension/"", ""switzerland"", ""t1"", ""tariff"", ""tariffs"", ""taxation"", ""taxes"", ""territorial"", ""territory"", ""treinamentos"", ""tsenov"", ""ucc"", ""valuation"", ""vat"", ""versus"", ""vytautas"", ""wagner"", ""warehousing"", ""wto""]"
expert_14.txt,expert,917,145,306,61,43,362,44,0.0953,0.4918,0,0.0,13,0.2955,0.36,1.0227,0.7377,"[""accize"", ""adl"", ""agenzia"", ""al"", ""alka"", ""alloy"", ""amazon"", ""american"", ""amsterdam"", ""and/or"", ""argumentation"", ""autoritatea"", ""avoidance"", ""baltic"", ""bti"", ""btis"", ""bucurești"", ""bv"", ""c-199/09"", ""c-286/15"", ""c-291/11"", ""c-35/93"", ""c-382/09"", ""c-450/12"", ""c-635/13"", ""cjeu"", ""classification"", ""classified"", ""classifying"", ""cn"", ""co"", ""co."", ""collisions"", ""comparative"", ""copying"", ""dataline"", ""delle"", ""dell’agenzia"", ""di"", ""dienests"", ""digit"", ""direcţia"", ""direcția"", ""doctrine"", ""dogane"", ""dr."", ""duisburg"", ""e."", ""e.g."", ""eec"", ""eisbein"", ""essence"", ""et"", ""eu"", ""europe"", ""european"", ""federative"", ""financiën"", ""finanţelor"", ""freight"", ""g."", ""galați"", ""gavier"", ""generală"", ""germany"", ""gmbh"", ""gāze"", ""hannover"", ""hark"", ""harmonized"", ""hauptzollamt"", ""heading"", ""headings"", ""hereinafter"", ""heterogeneous"", ""heterogenous"", ""homogeneous"", ""hsens"", ""i."", ""i.e."", ""ieņēmumu"", ""inequality"", ""italia"", ""javorcik"", ""judicial"", ""jurisprudence"", ""kachelofenbau"", ""kamin"", ""kg"", ""krefeld"", ""latvia"", ""latvijas"", ""laurinavičius"", ""linguistic"", ""lithuania"", ""logistics"", ""met"", ""milano"", ""municipiului"", ""narciso"", ""națională"", ""nomenclature"", ""notes"", ""operațiuni"", ""originating"", ""panasonic"", ""para"", ""pentru"", ""propāna"", ""publice"", ""rauch"", ""regională"", ""reiterated"", ""republic"", ""rohm"", ""rovetta"", ""sc"", ""scerni"", ""schenker"", ""semiconductor"", ""settlement"", ""sia"", ""spa"", ""srl"", ""staatssecretaris"", ""stainless"", ""states"", ""stils"", ""stuttgart"", ""subheading"", ""sàrl"", ""tariff"", ""territory"", ""tnt"", ""ucc"", ""ufficio"", ""und"", ""universal"", ""v."", ""valantiejus"", ""valsts"", ""vamale"", ""vermulst"", ""verona"", ""vămilor"", ""wco"", ""și""]"
expert_15.txt,expert,851,109,392,89,107,154,61,0.2136,0.5887,0,0.0,42,0.6885,0.4074,1.3607,0.9326,"[""accredited"", ""administered"", ""admissibility"", ""authorized"", ""certification"", ""certified"", ""classification"", ""classified"", ""classify"", ""classifying"", ""cn"", ""competence"", ""completeness"", ""compliance"", ""comprehensiveness"", ""consignment"", ""discrepancies"", ""essence"", ""eu"", ""european"", ""evidentiary"", ""executing"", ""extensive"", ""heading"", ""hereinafter"", ""i.e."", ""impartial"", ""incorrectly"", ""likelihood"", ""lithuania"", ""lithuanian"", ""nomenclature"", ""nomenclatures"", ""non"", ""outweigh"", ""pending"", ""precondition"", ""rebut"", ""rebuttal"", ""rebutted"", ""refute"", ""republic"", ""ruling"", ""subdivisions"", ""subheadings"", ""substantial"", ""supreme"", ""taric"", ""tariff"", ""taxes"", ""taxpayer"", ""testing"", ""thereon"", ""verify"", ""wording""]"
expert_16.txt,expert,407,100,169,23,26,89,38,0.0967,0.6609,0,0.0,7,0.1842,0.3125,0.2895,0.4783,"[""authorised"", ""circulars"", ""classification"", ""classifications"", ""classifying"", ""compliance"", ""database"", ""declaration"", ""digit"", ""duty/"", ""e.g."", ""entitles"", ""export/"", ""franca"", ""generic"", ""harmonised"", ""heading"", ""headings"", ""hs"", ""lastly"", ""lingua"", ""manufacturer"", ""mitigating"", ""non"", ""notes"", ""offence"", ""ruling"", ""rulings"", ""sub"", ""supplier"", ""suppliers"", ""systematic"", ""tailored"", ""tariff"", ""taxes"", ""tollkit"", ""toolkit"", ""traders"", ""verify""]"
expert_17.txt,expert,140,33,57,5,18,27,13,0.2,0.6429,0,0.0,9,0.6923,0.7778,0.3077,0.8,"[""+"", ""cc"", ""classification"", ""classified"", ""encyclopedia"", ""european"", ""evade"", ""https://www.newworldencyclopedia.org/entry/tariff"", ""interchangeably"", ""intro"", ""levying"", ""novice"", ""reusable"", ""sa"", ""smugglers"", ""stratum"", ""tariff"", ""tariffs"", ""taxation"", ""traders"", ""vat""]"
novice_01.txt,novice,505,154,158,16,26,151,41,0.0833,0.6178,0,0.0,7,0.1707,0.4375,0.1951,0.5,"[""b"", ""beverages"", ""brussels"", ""bulgaria"", ""canary"", ""cigarillos"", ""cigars"", ""confiscated"", ""croatia"", ""cuba"", ""estonia"", ""ethyl"", ""eu"", ""excise"", ""exemption"", ""exemptions"", ""fortified"", ""g"", ""gin"", ""grams"", ""greece"", ""hungary"", ""ireland"", ""islands"", ""kg"", ""lanzarote"", ""latvia"", ""lithuania"", ""litre"", ""litres"", ""motorised"", ""non"", ""poland"", ""portable"", ""purely"", ""resale"", ""romania"", ""sherry"", ""slovakia"", ""spirits"", ""stricter"", ""swiss"", ""switzerland"", ""taxes"", ""territories"", ""tobacco"", ""undenatured"", ""vat"", ""vodka"", ""whiskey"", ""€""]"
novice_02.txt,novice,311,115,96,15,16,69,27,0.0758,0.6785,0,0.0,2,0.0741,0.1818,0.1852,0.3333,"[""centre"", ""confiscation"", ""dairy"", ""declaration"", ""endangered"", ""ethyl"", ""eu"", ""european"", ""excise"", ""fortified"", ""gin"", ""kg"", ""litre"", ""litres"", ""non"", ""pests"", ""portable"", ""powdered"", ""prosecution"", ""resale"", ""sherry"", ""tobacco"", ""undenatured"", ""vat"", ""vodka"", ""warranties"", ""€""]"
novice_03.txt,novice,311,115,96,15,16,69,27,0.0758,0.6785,0,0.0,2,0.0741,0.1818,0.1852,0.3333,"[""centre"", ""confiscation"", ""dairy"", ""declaration"", ""endangered"", ""ethyl"", ""eu"", ""european"", ""excise"", ""fortified"", ""gin"", ""kg"", ""litre"", ""litres"", ""non"", ""pests"", ""portable"", ""powdered"", ""prosecution"", ""resale"", ""sherry"", ""tobacco"", ""undenatured"", ""vat"", ""vodka"", ""warranties"", ""€""]"
novice_04.txt,novice,239,34,118,20,19,48,19,0.125,0.636,0,0.0,8,0.4211,0.3636,0.6842,0.65,"[""\""[7"", ""american"", ""artificially"", ""backfiring"", ""consumer.[10"", ""consumers.[9"", ""deficit"", ""dislocation"", ""dumping"", ""exceptionally"", ""friedman"", ""growth.[2][3][4][5][6"", ""historically"", ""industrialisation"", ""industrializing"", ""industry.[1"", ""milton"", ""non"", ""protectionism"", ""protective"", ""quotas"", ""rectify"", ""retaliatory"", ""safeguard"", ""sectors,[8"", ""stimulate"", ""supranational"", ""tariff"", ""tariffs"", ""tariffs.[11][12"", ""territory"", ""unanimous"", ""unequally""]"
novice_06.txt,novice,737,180,301,37,59,160,66,0.1227,0.6526,0,0.0,23,0.3485,0.3636,0.303,0.5405,"[""2–3%2"", ""670–700"", ""accountant"", ""added"", ""add‑ons"", ""african"", ""american"", ""anti"", ""approx"", ""aud"", ""auditor"", ""australia"", ""b2c"", ""bahamas"", ""banner"", ""breakdown"", ""brokerage"", ""calculator"", ""certificates"", ""classification"", ""code(s"", ""compliance"", ""compliant"", ""cross‑border"", ""ddp"", ""ddu"", ""de"", ""default"", ""dhl"", ""dumping"", ""duty‑free"", ""european"", ""excise"", ""exemption"", ""e‑commerce"", ""gst"", ""highest"", ""high‑tariff"", ""historically"", ""hs"", ""incoterms"", ""invoices"", ""items1"", ""japan"", ""landed‑cost"", ""leverage"", ""logistics"", ""low‑tariff"", ""meaningful"", ""minimis"", ""mygts"", ""packaging"", ""paid"", ""paperwork"", ""preferential"", ""regardless"", ""separately"", ""services"", ""shipment"", ""shipments"", ""shipping"", ""sized"", ""smes"", ""states"", ""storage"", ""switzerland"", ""tariff"", ""tariffs"", ""taxes"", ""tax‑free"", ""threshold"", ""tobacco"", ""unfairly"", ""unpaid"", ""unwelcome"", ""upfront"", ""usd"", ""vat"", ""waybills"", ""€""]"
novice_07.txt,novice,266,52,131,8,28,47,20,0.153,0.688,0,0.0,9,0.45,0.5833,0.2,0.5,"[""agreements"", ""american"", ""australia"", ""brunei"", ""cambodia"", ""canada"", ""cbsa"", ""china"", ""donald"", ""duties"", ""indonesia"", ""japan"", ""korea"", ""laos"", ""malaysia"", ""mexico"", ""myanmar"", ""nafta"", ""penalize"", ""philippines"", ""rcep"", ""respective"", ""singapore"", ""states"", ""synonymously"", ""tariff"", ""thailand"", ""treaties"", ""treaty"", ""trump"", ""twofold"", ""u.s."", ""uncommon"", ""usmca"", ""vietnam"", ""zealand""]"
novice_08.txt,novice,210,53,99,8,19,31,17,0.125,0.7238,0,0.0,6,0.3529,0.3636,0.4118,0.875,"[""agricultural"", ""canada"", ""canadian"", ""eu"", ""european"", ""korea"", ""locally"", ""manufactured"", ""manufactures"", ""mexican"", ""mexico"", ""non"", ""protective"", ""rationale"", ""retailer"", ""services"", ""shipment"", ""specialized"", ""supplier"", ""taxes"", ""vietnam""]"
