en_lemma	base_word	total_freq	band	final_eo_root	final_eo_word	eo_gloss	gloss_source	anchor_source	tier_basis	proposed_tier	review_flag	note
timer	timer	4	P6_tail	horloĝ	horloĝo	clock, watch, timepiece	espdic	worksheet-proposed	inventory	2		
toss	toss	4	P6_tail	sku	skui	to agitate, shake, shock, toss	espdic	worksheet-proposed	inventory	2		
trot	trot	4	P6_tail	trot	troti	to trot	espdic	worksheet-proposed	inventory	2		
underwater	underwater	4	P6_tail	subakv	subakva	underwater	espdic	worksheet-proposed	inventory	2		
unkind	unkind	4	P6_tail	malafabl	malafabla	blunt, brutal, gruff, harsh, rough, sour, surly, unkind, unpleasant, rude	espdic	worksheet-proposed	inventory	2		
unload	unload	4	P6_tail	deŝarĝ	deŝarĝi	to unload, discharge	espdic	worksheet-proposed	inventory	2	rare-anchor	
unripe	unripe	4	P6_tail	nematur	nematura	immature, unripe, not ripe	espdic	worksheet-proposed	inventory	2	rare-anchor	
vanilla	vanilla	4	P6_tail	vanil	vanilo	vanilla	espdic	worksheet-proposed	inventory	2		
vessel	vessel	4	P6_tail	uj	ujo	bin, container, box, vessel	espdic	worksheet-proposed	inventory	2	rare-anchor	
wad	wad	4	P6_tail	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet	espdic	worksheet-proposed	inventory	2		
wax	wax	4	P6_tail	cir	ciro	polish, wax	espdic	worksheet-proposed	inventory	2		
whiz	whiz	4	P6_tail	sibl	siblo	whiz	espdic	worksheet-proposed	inventory	2		
wrist	wrist	4	P6_tail	pojn	pojno	wrist	espdic	worksheet-proposed	seed	2	rare-anchor	
abc	abc	3	P6_tail	aboc	aboco	ABC, alphabet, basics, fundamentals, primer, rudiments	espdic	worksheet-proposed	inventory	2	rare-anchor	
abracadabra	abracadabra	3	P6_tail	abrakadabr	abrakadabro	abracadabra	espdic	worksheet-proposed	inventory	2	rare-anchor	
ache	ache	3	P6_tail	dolor	dolori	to ache, be painful, hurt	espdic	worksheet-proposed	inventory	2		
alongside	alongside	3	P6_tail	ŝipflank	ŝipflanke	alongside (a ship)	espdic	worksheet-proposed	inventory	2		
aroma	aroma	3	P6_tail	arom	aromo	aroma, flavor, fragrance, smell	espdic	worksheet-proposed	inventory	2		
balanced	balanced	3	P6_tail	bilancit	bilancita	balanced	espdic	worksheet-proposed	inventory	2		
bellow	bellow	3	P6_tail	muĝ	muĝi	to bellow, howl, roar, low, moo, roar	espdic	worksheet-proposed	inventory	2		
blade	blade	3	P6_tail	kulm	kulmo	blade, stalk	espdic	worksheet-proposed	inventory	2	rare-anchor	
blast	blast	3	P6_tail	bloveg	blovego	blast	espdic	worksheet-proposed	inventory	2		
bookshelf	bookshelf	3	P6_tail	librobret	librobreto	bookshelf	espdic	worksheet-proposed	inventory	2		
boost	boost	3	P6_tail	suprenig	suprenigi	to boost	espdic	worksheet-proposed	inventory	2		
booth	booth	3	P6_tail	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk	espdic	worksheet-proposed	inventory	2		
bridle	bridle	3	P6_tail	brid	bridi	to bridle, check, restrain	espdic	worksheet-proposed	inventory	2		
brilliantly	brilliantly	3	P6_tail	bril	brile	brightly, brilliantly	espdic	worksheet-proposed	inventory	2		
burger	burger	3	P6_tail	burger	burgero	burger	espdic	worksheet-proposed	inventory	2		
buzzer	buzzer	3	P6_tail	zumil	zumilo	buzzer	espdic	worksheet-proposed	inventory	2		
calf	calf	3	P6_tail	sur	suro	calf	espdic	worksheet-proposed	inventory	2	rare-anchor	
catcher	catcher	3	P6_tail	kaptant	kaptanto	catcher	espdic	worksheet-proposed	inventory	2		
cherish	cherish	3	P6_tail	am	ami	to love, cherish	espdic	worksheet-proposed	inventory	2	rare-anchor	
chime	chime	3	P6_tail	sonoret	sonoreti	to chime, clank	espdic	worksheet-proposed	inventory	2		
chunk	chunk	3	P6_tail	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet	espdic	worksheet-proposed	inventory	2		
classmate	classmate	3	P6_tail	koleg	kolego	associate, classmate, coworker, colleague, companion, comrade, schoolmate	espdic	worksheet-proposed	inventory	2		
cloudy	cloudy	3	P6_tail	nub	nuba	cloudy, overcast, gloomy, obscure, unclear	espdic	worksheet-proposed	inventory	2		
coconut	coconut	3	P6_tail	kokos	kokoso	coconut	espdic	worksheet-proposed	inventory	2		
companion	companion	3	P6_tail	koleg	kolego	associate, classmate, coworker, colleague, companion, comrade, schoolmate	espdic	worksheet-proposed	inventory	2		
congratulate	congratulate	3	P6_tail	gratul	gratuli	to felicitate, congratulate	espdic	worksheet-proposed	inventory	2		
cooperate	cooperate	3	P6_tail	kunag	kunagi	to cooperate	espdic	worksheet-proposed	inventory	2	rare-anchor	
creak	creak	3	P6_tail	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape	espdic	worksheet-proposed	inventory	2		
crouch	crouch	3	P6_tail	kaŭr	kaŭri	to cower, crouch, squat, lurk	espdic	worksheet-proposed	inventory	2		
cuddly	cuddly	3	P6_tail	karesem	karesema	affectionate, caressing, cuddlesome, cuddly	espdic	worksheet-proposed	inventory	2		
dart	dart	3	P6_tail	sag	sagi	to dart	espdic	worksheet-proposed	inventory	2		
dash	dash	3	P6_tail	ireg	iregi	to dash, to rush	espdic	worksheet-proposed	inventory	2	rare-anchor	
dial	dial	3	P6_tail	disk	diski	to dial (telephone)	espdic	worksheet-proposed	inventory	2		
dock	dock	3	P6_tail	dok	doko	dock, dockyard, docking station, cradle	espdic	worksheet-proposed	inventory	2		
encouraging	encouraging	3	P6_tail	esperig	esperiga	encouraging, hopeful, promising	espdic	worksheet-proposed	inventory	2		
english	english	3	P6_tail	angl	angla	English	espdic	worksheet-proposed	inventory	2		
faint	faint	3	P6_tail	sven	sveni	to faint, swoon	espdic	worksheet-proposed	inventory	2		
flicker	flicker	3	P6_tail	flagr	flagri	to flare, flare up, flicker	espdic	worksheet-proposed	inventory	2		
frosty	frosty	3	P6_tail	frost	frosta	freezing, frosty, raw, chilly	espdic	worksheet-proposed	inventory	2		
gallop	gallop	3	P6_tail	galop	galopi	to gallop	espdic	worksheet-proposed	inventory	2		
gardener	gardener	3	P6_tail	ĝardenist	ĝardenisto	gardener, groundskeeper, landscaper	espdic	worksheet-proposed	inventory	2		
glance	glance	3	P6_tail	ekrigard	ekrigardi	to glance (at)	espdic	worksheet-proposed	inventory	2		
glare	glare	3	P6_tail	brileg	brilego	flare, glare	espdic	worksheet-proposed	inventory	2		
goodness	goodness	3	P6_tail	bonec	boneco	excellence, goodness, kindness	espdic	worksheet-proposed	inventory	2		
grasp	grasp	3	P6_tail	ten	teno	grasp, grip, hold	espdic	worksheet-proposed	inventory	2		
grip	grip	3	P6_tail	ten	teno	grasp, grip, hold	espdic	worksheet-proposed	inventory	2		
harmony	harmony	3	P6_tail	harmoni	harmonio	harmony	espdic	worksheet-proposed	inventory	2		
homeless	homeless	3	P6_tail	sendom	sendoma	homeless	espdic	worksheet-proposed	inventory	2		
hoof	hoof	3	P6_tail	huf	hufo	hoof	espdic	worksheet-proposed	inventory	2		
hoot	hoot	3	P6_tail	hu	hui	to boo, hoot	espdic	worksheet-proposed	inventory	2	rare-anchor	
illuminate	illuminate	3	P6_tail	lumig	lumigi	to illuminate, light	espdic	worksheet-proposed	inventory	2		
joyful	joyful	3	P6_tail	ĝoj	ĝoja	happy, glad, joyful, joyous	espdic	worksheet-proposed	inventory	2		
keen	keen	3	P6_tail	akr	akra	abrasive, acrimonious, acute, lurid, sharp, keen, poignant	espdic	worksheet-proposed	inventory	2		
leafy	leafy	3	P6_tail	folriĉ	folriĉa	leafy, rich in leaves	espdic	worksheet-proposed	inventory	2	rare-anchor	
lioness	lioness	3	P6_tail	leonin	leonino	lioness	espdic	worksheet-proposed	inventory	2		
loneliness	loneliness	3	P6_tail	solec	soleco	loneliness, seclusion, solitude	espdic	worksheet-proposed	inventory	2		
maker	maker	3	P6_tail	farint	farinto	maker	espdic	worksheet-proposed	inventory	2		
muster	muster	3	P6_tail	kunvenig	kunvenigi	to muster, take along	espdic	worksheet-proposed	inventory	2		
nuzzle	nuzzle	3	P6_tail	nazum	nazumi	to nuzzle	espdic	worksheet-proposed	inventory	2		
obediently	obediently	3	P6_tail	obe	obee	obediently	espdic	worksheet-proposed	inventory	2		
obstacle	obstacle	3	P6_tail	bar	baro	bar, barrier, impediment, obstacle, obstruction, bound	espdic	worksheet-proposed	inventory	2		
parcel	parcel	3	P6_tail	pak	pako	pack, parcel, package	espdic	worksheet-proposed	inventory	2		
persistence	persistence	3	P6_tail	senĉesec	senĉeseco	persistence	espdic	worksheet-proposed	inventory	2		
pony	pony	3	P6_tail	pone	poneo	pony	espdic	worksheet-proposed	inventory	2	rare-anchor	
porridge	porridge	3	P6_tail	kaĉ	kaĉo	gruel, mess, mush, porridge, puree, slush, hodge-podge	espdic	worksheet-proposed	inventory	2		
pouch	pouch	3	P6_tail	krop	kropo	craw, crop, goiter, gullet, pouch	espdic	worksheet-proposed	inventory	2	rare-anchor	
protector	protector	3	P6_tail	zorgant	zorganto	caretaker, guardian, protector	espdic	worksheet-proposed	inventory	2		
pry	pry	3	P6_tail	rigardet	rigardeti	to peep, pry, take a look at, have a glance at	espdic	worksheet-proposed	inventory	2		
reappear	reappear	3	P6_tail	reaper	reaperi	to reappear	espdic	worksheet-proposed	inventory	2		
reflection	reflection	3	P6_tail	rebild	rebildo	reflection, reflected image	espdic	worksheet-proposed	inventory	2		
relic	relic	3	P6_tail	relikv	relikvo	relic	espdic	worksheet-proposed	inventory	2		
resume	resume	3	P6_tail	daŭrig	daŭrigi	to continue, carry on, go on, proceed with, perpetuate, resume, continue, prolong	espdic	worksheet-proposed	inventory	2		
riverbank	riverbank	3	P6_tail	riverbord	riverbordo	riverbank	espdic	worksheet-proposed	inventory	2		
rosy	rosy	3	P6_tail	roz	roza	pink, rosy	espdic	worksheet-proposed	inventory	2		
rumor	rumor	3	P6_tail	fam	famo	fame, hearsay, renown, repute, rumor, reputation	espdic	worksheet-proposed	inventory	2		
scowl	scowl	3	P6_tail	sulkegiĝ	sulkegiĝi	to scowl	espdic	worksheet-proposed	inventory	2		
seahorse	seahorse	3	P6_tail	hipokamp	hipokampo	seahorse	espdic	worksheet-proposed	inventory	2	rare-anchor	
seesaw	seesaw	3	P6_tail	baskul	baskulo	seesaw, teeter-totter, lever, toggle, trigger, weighing machine	espdic	worksheet-proposed	inventory	2		
sensation	sensation	3	P6_tail	sent	sento	feel, feeling, sensation, perception, sentiment	espdic	worksheet-proposed	inventory	2		
shortly	shortly	3	P6_tail	fru	frue	early, shortly, soon	espdic	worksheet-proposed	inventory	2		
shuffle	shuffle	3	P6_tail	miks	miksi	to blend, mingle, mix, shuffle, scramble	espdic	worksheet-proposed	inventory	2		
sparrow	sparrow	3	P6_tail	paser	pasero	sparrow	espdic	worksheet-proposed	inventory	2		
spat	spat	3	P6_tail	gamaŝet	gamaŝeto	spat	espdic	worksheet-proposed	inventory	2		
squeak	squeak	3	P6_tail	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape	espdic	worksheet-proposed	inventory	2		
stain	stain	3	P6_tail	makul	makuli	to soil, spot, stain	espdic	worksheet-proposed	inventory	2		
stall	stall	3	P6_tail	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk	espdic	worksheet-proposed	inventory	2		
steer	steer	3	P6_tail	stir	stiri	to drive, fly, steer, control	espdic	worksheet-proposed	inventory	2		
stubbornness	stubbornness	3	P6_tail	obstin	obstino	obstinacy, stubbornness	espdic	worksheet-proposed	inventory	2		
sturdy	sturdy	3	P6_tail	hard	harda	hardy, sturdy	espdic	worksheet-proposed	inventory	2		
surfboard	surfboard	3	P6_tail	surftabul	surftabulo	surfboard	espdic	worksheet-proposed	inventory	2	rare-anchor	
teapot	teapot	3	P6_tail	teuj	teujo	teapot, tea caddy, tea canister	espdic	worksheet-proposed	inventory	2	rare-anchor	
temptation	temptation	3	P6_tail	tent	tento	temptation	espdic	worksheet-proposed	inventory	2		
tournament	tournament	3	P6_tail	turnir	turniro	tournament	espdic	worksheet-proposed	inventory	2		
trusty	trusty	3	P6_tail	fidel	fidela	accurate, exact, faithful, loyal, staunch, trusty, trustworthy	espdic	worksheet-proposed	inventory	2		
unicorn	unicorn	3	P6_tail	unikorn	unikorno	unicorn	espdic	worksheet-proposed	inventory	2		
unwell	unwell	3	P6_tail	malsan	malsana	ill, sick, unhealthy, unwell, unwholesome	espdic	worksheet-proposed	inventory	2		
useless	useless	3	P6_tail	van	vana	abortive, futile, useless, vain, fruitless, ineffectual	espdic	worksheet-proposed	inventory	2		
waddle	waddle	3	P6_tail	anasir	anasiri	to waddle	espdic	worksheet-proposed	inventory	2	rare-anchor	
wobbly	wobbly	3	P6_tail	nestarem	nestarema	shaky, rickety, wobbly, loose	espdic	worksheet-proposed	inventory	2		
workshop	workshop	3	P6_tail	metiej	metiejo	jobsite, workplace, workshop	espdic	worksheet-proposed	inventory	2		
wrinkle	wrinkle	3	P6_tail	ĉif	ĉifi	to crease, crumble, crumple, rumple, wrinkle	espdic	worksheet-proposed	inventory	2		
accurately	accurately	2	P6_tail	traf	trafe	accurately, appropriately, graphically, relevant, on target, apt, to the point	espdic	worksheet-proposed	inventory	2		
acrobat	acrobat	2	P6_tail	akrobat	akrobato	acrobat	espdic	worksheet-proposed	inventory	2		
alas	alas	2	P6_tail	bedaŭrind	bedaŭrinde	alas, regrettably, unfortunately	espdic	worksheet-proposed	inventory	2		
amuse	amuse	2	P6_tail	amuz	amuzi	to amuse, divert, entertain, unbend, relax	espdic	worksheet-proposed	inventory	2		
anxiously	anxiously	2	P6_tail	anksi	anksie	anxiously	espdic	worksheet-proposed	inventory	2		
appetite	appetite	2	P6_tail	apetit	apetito	appetite	espdic	worksheet-proposed	inventory	2		
arch	arch	2	P6_tail	ark	arki	to arch	espdic	worksheet-proposed	inventory	2		
artwork	artwork	2	P6_tail	artaĵ	artaĵoj	artwork	espdic	worksheet-proposed	inventory	2		
astound	astound	2	P6_tail	mireg	miregi	to astound, be stupefied	espdic	worksheet-proposed	inventory	2		
awkward	awkward	2	P6_tail	plump	plumpa	awkward, lumpish, plump, ungainly	espdic	worksheet-proposed	inventory	2	rare-anchor	
baa	baa	2	P6_tail	be	bei	to baa, bleat	espdic	worksheet-proposed	inventory	2	rare-anchor	
ballerina	ballerina	2	P6_tail	baletistin	baletistino	ballerina, ballet dancer, ballet girl	espdic	worksheet-proposed	inventory	2		
basin	basin	2	P6_tail	pelv	pelvo	basin, bowl, pelvis	espdic	worksheet-proposed	inventory	2	rare-anchor	
beautifully	beautifully	2	P6_tail	bel	bele	beautifully	espdic	worksheet-proposed	inventory	2		
bid	bid	2	P6_tail	pet	peti	to ask (for), request, seek, bid, beg	espdic	worksheet-proposed	inventory	2		
binocular	binocular	2	P6_tail	duokul	duokula	binocular	espdic	worksheet-proposed	inventory	2		
blend	blend	2	P6_tail	miks	miksi	to blend, mingle, mix, shuffle, scramble	espdic	worksheet-proposed	inventory	2		
bless	bless	2	P6_tail	ben	beni	to bless	espdic	worksheet-proposed	inventory	2		
blonde	blonde	2	P6_tail	blondulin	blondulino	blonde (woman)	espdic	worksheet-proposed	inventory	2		
blossom	blossom	2	P6_tail	flor	flori	to bloom, blossom, flower	espdic	worksheet-proposed	inventory	2		
blur	blur	2	P6_tail	malklariĝ	malklariĝi	to blur, fade	espdic	worksheet-proposed	inventory	2		
blush	blush	2	P6_tail	roziĝ	roziĝi	to become rosy, blush	espdic	worksheet-proposed	inventory	2		
boundary	boundary	2	P6_tail	lim	limo	bound, boundary, frontier, limit	espdic	worksheet-proposed	inventory	2		
bristle	bristle	2	P6_tail	arist	aristo	arista, awn, beard, bristle	espdic	worksheet-proposed	inventory	2	rare-anchor	
bruise	bruise	2	P6_tail	bataĵ	bataĵo	black-and-blue mark, bruise	espdic	worksheet-proposed	inventory	2		
bundle	bundle	2	P6_tail	fask	fasko	bunch, bundle, cluster, sheaf	espdic	worksheet-proposed	inventory	2	rare-anchor	
buttery	buttery	2	P6_tail	buter	butera	buttery, buttered	espdic	worksheet-proposed	inventory	2		
canyon	canyon	2	P6_tail	kanjon	kanjono	canyon	espdic	worksheet-proposed	inventory	2		
carelessly	carelessly	2	P6_tail	malzorg	malzorge	carelessly	espdic	worksheet-proposed	inventory	2		
carve	carve	2	P6_tail	ĉiz	ĉizi	to carve, chisel	espdic	worksheet-proposed	inventory	2	rare-anchor	
cautious	cautious	2	P6_tail	evitem	evitema	cautious, evasive, noncommittal, oblique	espdic	worksheet-proposed	inventory	2		
chainsaw	chainsaw	2	P6_tail	ĉensegil	ĉensegilo	chainsaw	espdic	worksheet-proposed	inventory	2		
chaos	chaos	2	P6_tail	kaos	kaoso	chaos, tangle	espdic	worksheet-proposed	inventory	2		
cheerfully	cheerfully	2	P6_tail	gaj	gaje	cheerfully, happily, gaily	espdic	worksheet-proposed	inventory	2		
chill	chill	2	P6_tail	malvarm	malvarmo	chill, cold	espdic	worksheet-proposed	inventory	2		
christmas	christmas	2	P6_tail	kristnask	kristnaska	Christmas, of Christmas, Christmas-time	espdic	worksheet-proposed	inventory	2	rare-anchor	
cinema	cinema	2	P6_tail	kin	kino	cinema, cinematography	espdic	worksheet-proposed	inventory	2		
claw	claw	2	P6_tail	krif	krifo	claw, talon	espdic	worksheet-proposed	inventory	2	rare-anchor	
clipper	clipper	2	P6_tail	tondist	tondisto	clipper	espdic	worksheet-proposed	inventory	2		
cob	cob	2	P6_tail	maizospadik	maizospadiko	cob	espdic	worksheet-proposed	inventory	2	rare-anchor	
cobra	cobra	2	P6_tail	kobr	kobro	cobra	espdic	worksheet-proposed	inventory	2	rare-anchor	
cooperation	cooperation	2	P6_tail	kooperad	kooperado	cooperation	espdic	worksheet-proposed	inventory	2		
courageous	courageous	2	P6_tail	kuraĝ	kuraĝa	audacious, bold, brave, courageous, valiant, daring, fearless, intrepid	espdic	worksheet-proposed	inventory	2		
courtier	courtier	2	P6_tail	kortegan	kortegano	courtier	espdic	worksheet-proposed	inventory	2		
crackle	crackle	2	P6_tail	kraket	kraketi	to crackle, pop, snap, rattle (a toy)	espdic	worksheet-proposed	inventory	2		
crocodile	crocodile	2	P6_tail	krokodil	krokodilo	crocodile	espdic	worksheet-proposed	inventory	2	rare-anchor	
crumble	crumble	2	P6_tail	ĉif	ĉifi	to crease, crumble, crumple, rumple, wrinkle	espdic	worksheet-proposed	inventory	2		
daffodil	daffodil	2	P6_tail	narcis	narciso	daffodil, narcissus	espdic	worksheet-proposed	inventory	2		
dandelion	dandelion	2	P6_tail	leontod	leontodo	dandelion	espdic	worksheet-proposed	inventory	2	rare-anchor	
daydream	daydream	2	P6_tail	rev	revi	to dream, daydream, fancy, muse	espdic	worksheet-proposed	inventory	2		
desperately	desperately	2	P6_tail	kriz	krize	critically, desperately	espdic	worksheet-proposed	inventory	2	rare-anchor	
disbelief	disbelief	2	P6_tail	nekredem	nekredemo	disbelief, lack of faith	espdic	worksheet-proposed	inventory	2	rare-anchor	
discourage	discourage	2	P6_tail	fortimig	fortimigi	to deter, discourage, scare (away)	espdic	worksheet-proposed	inventory	2		
disobey	disobey	2	P6_tail	malobe	malobei	to disobey	espdic	worksheet-proposed	inventory	2		
drown	drown	2	P6_tail	dron	droni	to drown, sink	espdic	worksheet-proposed	inventory	2		
dryer	dryer	2	P6_tail	sekigil	sekigilo	dryer	espdic	worksheet-proposed	inventory	2		
earring	earring	2	P6_tail	orelring	orelringo	earring	espdic	worksheet-proposed	inventory	2		
fascination	fascination	2	P6_tail	ensorĉ	ensorĉo	bewitchment, delusion, spell, enchantment, fascination	espdic	worksheet-proposed	inventory	2		
fate	fate	2	P6_tail	fat	fato	destiny, fate, ill fate, fortune	espdic	worksheet-proposed	inventory	2	rare-anchor	
flip	flip	2	P6_tail	renvers	renversi	to overthrow, turn, turn over, overturn, upset, reverse, flip	espdic	worksheet-proposed	inventory	2		
fluff	fluff	2	P6_tail	lanug	lanugo	down, fluff, nap	espdic	worksheet-proposed	inventory	2	rare-anchor	
foam	foam	2	P6_tail	ŝaum	ŝaumo	foam, froth	espdic	worksheet-proposed	inventory	2	rare-anchor	
fond	fond	2	P6_tail	am	ama	fond	espdic	worksheet-proposed	inventory	2	rare-anchor	
forehead	forehead	2	P6_tail	frunt	frunto	brow, forehead	espdic	worksheet-proposed	seed	2		
forgiveness	forgiveness	2	P6_tail	pardon	pardono	absolution, pardon, forgiveness	espdic	worksheet-proposed	inventory	2		
fragrance	fragrance	2	P6_tail	arom	aromo	aroma, flavor, fragrance, smell	espdic	worksheet-proposed	inventory	2		
fright	fright	2	P6_tail	tim	timo	fear, fright, dread, apprehension	espdic	worksheet-proposed	inventory	2		
frisbee	frisbee	2	P6_tail	ĵetdisk	ĵetdisko	disc, discus, disk, Frisbee	espdic	worksheet-proposed	inventory	2		
frustration	frustration	2	P6_tail	frustr	frustro	frustration	espdic	worksheet-proposed	inventory	2	rare-anchor	
fulfill	fulfill	2	P6_tail	verig	verigi	to authenticate, verify, meet, satisfy, fulfill	espdic	worksheet-proposed	inventory	2		
gadget	gadget	2	P6_tail	akcesoraĵ	akcesoraĵo	accessory, side issue, gadget	espdic	worksheet-proposed	inventory	2		
generosity	generosity	2	P6_tail	sindon	sindono	attachment, devotion, generosity, helpfulness, selflessness, self-sacrifice	espdic	worksheet-proposed	inventory	2		
gigantic	gigantic	2	P6_tail	gigant	giganta	gigantic, huge, giant	espdic	worksheet-proposed	inventory	2	rare-anchor	
gleam	gleam	2	P6_tail	glim	glimi	to gleam	espdic	worksheet-proposed	inventory	2	rare-anchor	
glide	glide	2	P6_tail	glis	glisi	to glide, plane	espdic	worksheet-proposed	inventory	2		
glossy	glossy	2	P6_tail	glace	glacea	glossy	espdic	worksheet-proposed	inventory	2		
golfer	golfer	2	P6_tail	golfludant	golfludanto	golfer	espdic	worksheet-proposed	inventory	2		
grease	grease	2	P6_tail	gras	grasi	to grease	espdic	worksheet-proposed	inventory	2		
groan	groan	2	P6_tail	ĝem	ĝemi	to groan, moan	espdic	worksheet-proposed	inventory	2		
gut	gut	2	P6_tail	senintestig	senintestigi	to gut	espdic	worksheet-proposed	inventory	2		
hairdresser	hairdresser	2	P6_tail	frizist	frizisto	barber, hairdresser, hair stylist	espdic	worksheet-proposed	inventory	2		
heartbeat	heartbeat	2	P6_tail	korbat	korbato	heartbeat	espdic	worksheet-proposed	inventory	2		
hearty	hearty	2	P6_tail	kor	kora	cardiac, cordial, hearty, warm	espdic	worksheet-proposed	inventory	2		
heavenly	heavenly	2	P6_tail	ĉiel	ĉiela	celestial, heavenly	espdic	worksheet-proposed	inventory	2	rare-anchor	
hesitation	hesitation	2	P6_tail	hezit	hezito	hesitation	espdic	worksheet-proposed	inventory	2		
honesty	honesty	2	P6_tail	honest	honesto	honesty	espdic	worksheet-proposed	inventory	2		
hurriedly	hurriedly	2	P6_tail	hast	haste	hastily, hurriedly, in a hurry	espdic	worksheet-proposed	inventory	2		
impatiently	impatiently	2	P6_tail	malpacienc	malpacience	impatiently	espdic	worksheet-proposed	inventory	2		
inseparable	inseparable	2	P6_tail	sendisiĝ	sendisiĝa	inseparable	espdic	worksheet-proposed	inventory	2		
insistent	insistent	2	P6_tail	insist	insista	emphatic, insistent	espdic	worksheet-proposed	inventory	2		
jingle	jingle	2	P6_tail	tint	tinti	to chink, clink, jingle, tinkle	espdic	worksheet-proposed	inventory	2		
lace	lace	2	P6_tail	laĉ	laĉi	to lace	espdic	worksheet-proposed	inventory	2	rare-anchor	
lamb	lamb	2	P6_tail	ŝafid	ŝafida	lamb, of lamb	espdic	worksheet-proposed	inventory	2		
learner	learner	2	P6_tail	lernantin	lernantino	learner, student, pupil	espdic	worksheet-proposed	inventory	2		
librarian	librarian	2	P6_tail	bibliotekist	bibliotekisto	librarian	espdic	worksheet-proposed	inventory	2		
lightly	lightly	2	P6_tail	leĝer	leĝere	lightly	espdic	worksheet-proposed	inventory	2		
lookout	lookout	2	P6_tail	gvat	gvato	watch, lookout	espdic	worksheet-proposed	inventory	2		
lovingly	lovingly	2	P6_tail	am	ame	fondly, lovingly	espdic	worksheet-proposed	inventory	2	rare-anchor	
lullaby	lullaby	2	P6_tail	lulkant	lulkanto	lullaby	espdic	worksheet-proposed	inventory	2		
mango	mango	2	P6_tail	mang	mango	mango	espdic	worksheet-proposed	inventory	2		
mast	mast	2	P6_tail	mast	masto	mast	espdic	worksheet-proposed	inventory	2		
merry	merry	2	P6_tail	gaj	gaja	cheerful, gay, merry, happy	espdic	worksheet-proposed	inventory	2		
misbehave	misbehave	2	P6_tail	malbonkondut	malbonkonduti	to misbehave, misconduct	espdic	worksheet-proposed	inventory	2		
moonlight	moonlight	2	P6_tail	lunlum	lunlumo	moonlight	espdic	worksheet-proposed	inventory	2	rare-anchor	
mural	mural	2	P6_tail	murpentraĵ	murpentraĵo	mural, mural painting, wall painting	espdic	worksheet-proposed	inventory	2		
murky	murky	2	P6_tail	malhel	malhela	bleak, dark, dismal, dreary, dusky, obscure, somber, murky, dull	espdic	worksheet-proposed	inventory	2		
musty	musty	2	P6_tail	mucid	mucida	foul, moldy, musty	espdic	worksheet-proposed	inventory	2	rare-anchor	
nestle	nestle	2	P6_tail	kuŝiĝet	kuŝiĝeti	to nestle	espdic	worksheet-proposed	inventory	2		
nook	nook	2	P6_tail	niĉ	niĉo	niche, nook	espdic	worksheet-proposed	inventory	2	rare-anchor	
oblige	oblige	2	P6_tail	devig	devigi	to compel, force, coerce, oblige	espdic	worksheet-proposed	inventory	2		
pad	pad	2	P6_tail	puf	pufo	padding, puff, swelling, stuffing, wad, pad	espdic	worksheet-proposed	inventory	2		
pail	pail	2	P6_tail	sitel	sitelo	bucket, pail	espdic	worksheet-proposed	inventory	2		
pant	pant	2	P6_tail	anhel	anheli	to be out of breath, pant, hyperventilate	espdic	worksheet-proposed	inventory	2	rare-anchor	
peacefulness	peacefulness	2	P6_tail	trankvil	trankvilo	tranquility, calmness, peacefulness	espdic	worksheet-proposed	inventory	2		
peacock	peacock	2	P6_tail	pav	pavo	peacock	espdic	worksheet-proposed	inventory	2	rare-anchor	
persuasive	persuasive	2	P6_tail	kredig	krediga	convincing, persuasive	espdic	worksheet-proposed	inventory	2		
pickle	pickle	2	P6_tail	pekl	pekli	to pickle (in salt)	espdic	worksheet-proposed	inventory	2		
pity	pity	2	P6_tail	domaĝ	domaĝo	pity, something regrettable	espdic	worksheet-proposed	inventory	2	rare-anchor	
plaster	plaster	2	P6_tail	gips	gipsi	to plaster	espdic	worksheet-proposed	inventory	2	rare-anchor	
ponder	ponder	2	P6_tail	remaĉ	remaĉi	to chew the cud, ponder, reflect on, ruminate	espdic	worksheet-proposed	inventory	2		
pounce	pounce	2	P6_tail	alsalt	alsalti	to pounce	espdic	worksheet-proposed	inventory	2		
prance	prance	2	P6_tail	pranc	pranci	to balk, buck, prance, rear	espdic	worksheet-proposed	inventory	2	rare-anchor	
quicken	quicken	2	P6_tail	vivig	vivigi	to animate, invigorate, quicken	espdic	worksheet-proposed	inventory	2		
quiver	quiver	2	P6_tail	trem	tremi	to quiver, shiver, tremble, shake, tremble	espdic	worksheet-proposed	inventory	2		
rack	rack	2	P6_tail	rak	rako	rack	espdic	worksheet-proposed	inventory	2		
reassuringly	reassuringly	2	P6_tail	trankvilig	trankvilige	reassuringly	espdic	worksheet-proposed	inventory	2		
rebuild	rebuild	2	P6_tail	refar	refari	to redo, remake, regenerate, restore, rebuild	espdic	worksheet-proposed	inventory	2		
receptionist	receptionist	2	P6_tail	akceptist	akceptisto	receptionist	espdic	worksheet-proposed	inventory	2		
