en_lemma	base_word	total_freq	band	final_eo_root	final_eo_word	eo_gloss	gloss_source	anchor_source	tier_basis	proposed_tier	review_flag	note
spoil#pamper	spoil	47	P2_hot	dorlot	dorloti	to coddle, pamper, pet, fondle	espdic	curated	freq	1		sense: spoil/pamper a child or pet
spoil#rot	spoil	47	P2_hot	putr	putri	to decay, decompose, putrefy, rot, fester	espdic	curated	freq	1		sense: food spoils / goes bad
trunk#chest	trunk	42	P2_hot	kofr	kofro	chest, coffer, suitcase, trunk	espdic	curated	freq	1		sense: storage trunk/chest for toys
trunk#elephant	trunk	42	P2_hot	rostr	rostro	proboscis, snout, trunk, sucker	espdic	curated	freq	1		sense: elephant's trunk
trunk#tree	trunk	42	P2_hot	trunk	trunko	frustum, stem, trunk, torso	espdic	curated	freq	1		sense: tree trunk
beam#bar	beam	39	P2_hot	trab	trabo	beam, girder, joist, bar, tray	espdic	curated	freq	1		sense: balance beam in playground
beam#smile	beam	39	P2_hot	radi	radii	to radiate, irradiate	espdic	curated	freq	1		sense: beamed with pride/joy
flap#opening	flap	35	P2_hot	klap	klapo	flap, valve, half shell	espdic	curated	freq	1		sense: opened the flap (noun, tent/opening)
flap#wings	flap	35	P2_hot	flirt	flirti	to flirt, flit, flutter	espdic	curated	freq	1		sense: flapped its wings (verb)
tuck#bed	tuck	32	P4_nomatch	lit	enlitigi	to put to bed	espdic	curated	freq	1		sense: tucked into bed
tuck#hide	tuck	32	P4_nomatch	kaŝ	kaŝi	to conceal, hide, veil	espdic	curated	freq	1		sense: tucked away / hidden
scoop#lift	scoop	27	P2_hot	ĉerp	ĉerpi	to bail, draw (water), excerpt, extract, spoon	espdic	curated	freq	1		sense: scooped up / ladled (verb)
scoop#portion	scoop	27	P2_hot	bul	buleto	pellet, small ball	espdic	curated	freq	1		sense: a scoop of ice cream/sand (noun)
palm#hand	palm	24	P2_hot	manplat	manplato	palm (of hand)	espdic	curated	freq	1		sense: palm of the hand
palm#tree	palm	24	P2_hot	palm	palmo	palm, palm tree	espdic	curated	freq	1		sense: palm tree
perch#roost	perch	22	P2_hot	sidstang	sidstango	bass, perch (fish)	kept_original	curated	freq	1		sense: a perch/roost to sit on (noun)
perch#sit	perch	22	P2_hot	sid	sidi	to sit, be seated	espdic	curated	freq	1		sense: bird perched on a branch (verb)
dodge	dodge	4	P6_tail	evit	eviti	to avoid, evade, eschew, keep aloof, shirk, shun	espdic	curated	inventory	2		
gator	gator	4	P6_tail	aligator	aligatoro	alligator	espdic	curated	inventory	2	rare-anchor	
gladly	gladly	4	P6_tail	ĝoj	ĝoje	joyfully, happily	espdic	curated	inventory	2		
hideout	hideout	4	P6_tail	ej	kaŝejo	hiding place	espdic	curated	inventory	2		
hungrily	hungrily	4	P6_tail	malsat	malsate		kept_original	curated	inventory	2		
mesmerize	mesmerize	4	P6_tail	hipnot	hipnoti		kept_original	curated	inventory	2		
pepperoni	pepperoni	4	P6_tail	peperon	peperono		kept_original	curated	inventory	2		
pro	pro	4	P6_tail	profesi	profesiulo	professional	espdic	curated	inventory	2		
seatbelt	seatbelt	4	P6_tail	zon	sekurzono	safety belt, seat belt	espdic	curated	inventory	2		
snooze	snooze	4	P6_tail	dorm	dormeti	to doze, nap, slumber	espdic	curated	inventory	2		
squishy	squishy	4	P6_tail	mol	premmola		kept_original	curated	inventory	2		
sunscreen	sunscreen	4	P6_tail	krem	sunkremo	sunscreen	kept_original	curated	inventory	2		
veggie	veggie	4	P6_tail	legom	legomo	vegetable	espdic	curated	inventory	2		
bluebird	bluebird	3	P6_tail	bird	blubirdo		kept_original	curated	inventory	2		
dining	dining	3	P6_tail	manĝ	manĝado	repast	espdic	curated	inventory	2		
dollhouse	dollhouse	3	P6_tail	dom	pupdomo	doll house	espdic	curated	inventory	2		
energize	energize	3	P6_tail	energi	energiigi		kept_original	curated	inventory	2		
glittery	glittery	3	P6_tail	bril	brileta		kept_original	curated	inventory	2		
goody	goody	3	P6_tail	frand	frandaĵo	delicacy, tidbit, sweet, rarity, tidbit	espdic	curated	inventory	2		
heartbroken	heartbroken	3	P6_tail	ŝir	korŝirita		kept_original	curated	inventory	2		
honeybee	honeybee	3	P6_tail	abel	mielabelo		kept_original	curated	inventory	2		
lunchtime	lunchtime	3	P6_tail	temp	lunĉtempo		kept_original	curated	inventory	2		
mat	mat	3	P6_tail	mat	mato	checkmate, mate	espdic	curated	inventory	2	rare-anchor	
moonwalk	moonwalk	3	P6_tail	marŝ	lunmarŝo		kept_original	curated	inventory	2		
padlock	padlock	3	P6_tail	kadenac	kadenaco	padlock	kept_original	curated	inventory	2	rare-anchor	
playhouse	playhouse	3	P6_tail	dom	luddomo		kept_original	curated	inventory	2		
pointy	pointy	3	P6_tail	pint	pinta	pointed, spiked, leading	espdic	curated	inventory	2		
shyly	shyly	3	P6_tail	hont	hontete		kept_original	curated	inventory	2		
sideways	sideways	3	P6_tail	flank	flanken	aside, to the side	espdic	curated	inventory	2		
smoothie	smoothie	3	P6_tail	trink	fruktotrinkaĵo		kept_original	curated	inventory	2		
snarl	snarl	3	P6_tail	graŭl	graŭli	to growl	espdic	curated	inventory	2	rare-anchor	
stairway	stairway	3	P6_tail	ŝtup	ŝtuparo	staircase, stairs	espdic	curated	inventory	2		
storybook	storybook	3	P6_tail	libr	rakontlibro		kept_original	curated	inventory	2		
sweetly	sweetly	3	P6_tail	dolĉ	dolĉe	gently	espdic	curated	inventory	2		
tantrum	tantrum	3	P6_tail	kriz	kolerkrizo		kept_original	curated	inventory	2	rare-anchor	
tickly	tickly	3	P6_tail	tikl	tiklema		kept_original	curated	inventory	2		
windowsill	windowsill	3	P6_tail	bret	fenestrobreto	window sill	espdic	curated	inventory	2		
yummy	yummy	3	P6_tail	gust	bongusta	luscious, nice, tasty, savory, succulent	espdic	curated	inventory	2		
atop	atop	2	P6_tail	supr	supre	above, on top, overhead, upstairs, aloft, up, upstairs	espdic	curated	inventory	2		
awhile	awhile	2	P6_tail	temp	momenton	a moment, a few minutes	espdic	curated	inventory	2		
beady	beady	2	P6_tail	bid	bidsimila		kept_original	curated	inventory	2		
birdseed	birdseed	2	P6_tail	gren	birdogreno		kept_original	curated	inventory	2		
blob	blob	2	P6_tail	glob	globaĵo		kept_original	curated	inventory	2		
bubblegum	bubblegum	2	P6_tail	gum	maĉgumo	chewing gum	espdic	curated	inventory	2	rare-anchor	
campsite	campsite	2	P6_tail	ej	kampadejo	camping ground, camping site	espdic	curated	inventory	2		
carefree	carefree	2	P6_tail	zorg	senzorga	careless, neglectful, reckless, remiss	espdic	curated	inventory	2		
carton	carton	2	P6_tail	karton	kartono	cardboard, pasteboard	espdic	curated	inventory	2		
cranny	cranny	2	P6_tail	fend	fendeto	fissure	espdic	curated	inventory	2		
doorbell	doorbell	2	P6_tail	sonoril	pordsonorilo		kept_original	curated	inventory	2		
doorstep	doorstep	2	P6_tail	sojl	sojlo	sill, threshold	espdic	curated	inventory	2	rare-anchor	
flurry	flurry	2	P6_tail	turb	neĝoturbo		kept_original	curated	inventory	2		
footstep	footstep	2	P6_tail	paŝ	piedpaŝo		kept_original	curated	inventory	2		
grandkid	grandkid	2	P6_tail	nep	genepo	grandchild	espdic	curated	inventory	2		
grouchy	grouchy	2	P6_tail	grumbl	grumblema	morose	espdic	curated	inventory	2		
hideaway	hideaway	2	P6_tail	ej	kaŝejo	hiding place	espdic	curated	inventory	2		
hike	hike	2	P6_tail	migr	migri	to migrate, roam, wander, wander about, travel about	espdic	curated	inventory	2		
jellybean	jellybean	2	P6_tail	bombon	ĝelebombono		kept_original	curated	inventory	2		
junkyard	junkyard	2	P6_tail	ej	rubejo	garbage dump	espdic	curated	inventory	2		
knights	knights	2	P6_tail	kavalir	kavaliro	cavalier, knight, chevalier	espdic	curated	inventory	2		
lush	lush	2	P6_tail	abund	abunda	abundant, affluent, ample, copious, plentiful, profuse, rich, bountiful	espdic	curated	inventory	2		
midst	midst	2	P6_tail	mez	mezo	average, mean, middle	espdic	curated	inventory	2		
mini	mini	2	P6_tail	et	eta	tiny	espdic	curated	inventory	2	rare-anchor	
nightlight	nightlight	2	P6_tail	lamp	noktolampo		kept_original	curated	inventory	2		
nightstand	nightstand	2	P6_tail	tabl	noktotableto		kept_original	curated	inventory	2		
oily	oily	2	P6_tail	ole	olea		kept_original	curated	inventory	2		
piggybank	piggybank	2	P6_tail	pork	ŝparporketo		kept_original	curated	inventory	2		
popsicle	popsicle	2	P6_tail	baston	glacibastoneto		kept_original	curated	inventory	2		
restful	restful	2	P6_tail	ripoz	ripoziga		kept_original	curated	inventory	2		
sizzle	sizzle	2	P6_tail	sibl	sibli	to hiss, whistle	espdic	curated	inventory	2		
soundly	soundly	2	P6_tail	fund	profunde	deeply, profoundly	espdic	curated	inventory	2		
spook	spook	2	P6_tail	tim	ektimigi		kept_original	curated	inventory	2		
sugary	sugary	2	P6_tail	suker	sukera	bland, sugary	kept_original	curated	inventory	2		
surprisingly	surprisingly	2	P6_tail	surpriz	surprize	aback	espdic	curated	inventory	2		
swat	swat	2	P6_tail	frap	klakfrapi		kept_original	curated	inventory	2		
swipe	swipe	2	P6_tail	kapt	forkapti	to hijack, kidnap	espdic	curated	inventory	2		
teamwork	teamwork	2	P6_tail	labor	teamlaboro		kept_original	curated	inventory	2		
trudge	trudge	2	P6_tail	paŝ	trenpaŝi		kept_original	curated	inventory	2		
twinkly	twinkly	2	P6_tail	bril	brileta		kept_original	curated	inventory	2		
alleyways	alleyways	1	P6_tail	strat	strateto	alley, lane	espdic	curated	inventory	2		
awestruck	awestruck	1	P6_tail	frap	mirfrapita		kept_original	curated	inventory	2		
beachs	beachs	1	P6_tail	strand	strando	beach, shore	espdic	curated	inventory	2	rare-anchor	
bedspread	bedspread	1	P6_tail	kovril	litkovrilo	bedcover, blanket, quilt	espdic	curated	inventory	2		
bendy	bendy	1	P6_tail	fleks	fleksebla	flexible, pliable, pliant, supple	espdic	curated	inventory	2		
birdsong	birdsong	1	P6_tail	kant	birdokanto	bird song	espdic	curated	inventory	2		
bob	bob	1	P6_tail	balanc	balanceti		kept_original	curated	inventory	2		
brainstorm	brainstorm	1	P6_tail	um	cerbumado		kept_original	curated	inventory	2		
bravado	bravado	1	P6_tail	fanfaron	fanfaronado	fanfaronade, ostentation	espdic	curated	inventory	2		
busily	busily	1	P6_tail	okup	okupite		kept_original	curated	inventory	2		
careen	careen	1	P6_tail	kur	kuregi	to race, run	espdic	curated	inventory	2		
cartwheel	cartwheel	1	P6_tail	rad	flankrado		kept_original	curated	inventory	2		
catchy	catchy	1	P6_tail	memor	memorinda	memorable	espdic	curated	inventory	2		
charmy	charmy	1	P6_tail	ĉarm	ĉarma	attractive, charming, lovely, pleasing, alluring	espdic	curated	inventory	2		
chatty	chatty	1	P6_tail	babil	babilema	talkative, verbose	espdic	curated	inventory	2		
checkup	checkup	1	P6_tail	kontrol	kontrolo	check, oversight, scrutiny, verification, diagnostics	espdic	curated	inventory	2		
cheery	cheery	1	P6_tail	gaj	gajeta		kept_original	curated	inventory	2		
chocolaty	chocolaty	1	P6_tail	ĉokolad	ĉokolada	chocolate	espdic	curated	inventory	2	rare-anchor	
chomp	chomp	1	P6_tail	maĉ	maĉegi		kept_original	curated	inventory	2		
choppy	choppy	1	P6_tail	ond	onda	of a wave	espdic	curated	inventory	2		
classwork	classwork	1	P6_tail	labor	klaslaboro		kept_original	curated	inventory	2		
cleanly	cleanly	1	P6_tail	pur	pure	purely	espdic	curated	inventory	2		
cleansing	cleansing	1	P6_tail	pur	puriga	abluent, sanitary	espdic	curated	inventory	2		
cluttered	cluttered	1	P6_tail	ord	malorda	bedraggled, chaotic, disheveled	espdic	curated	inventory	2		
companionable	companionable	1	P6_tail	amik	amikema	friendly	espdic	curated	inventory	2		
contentedly	contentedly	1	P6_tail	kontent	kontente		kept_original	curated	inventory	2		
conveyor	conveyor	1	P6_tail	bend	transportbendo	conveyor belt	espdic	curated	inventory	2		
cooktop	cooktop	1	P6_tail	plat	kuirplato		kept_original	curated	inventory	2		
crawly	crawly	1	P6_tail	ramp	rampa		kept_original	curated	inventory	2		
crossly	crossly	1	P6_tail	koler	kolere	angrily	espdic	curated	inventory	2		
dearly	dearly	1	P6_tail	kar	kare		kept_original	curated	inventory	2		
dinnertime	dinnertime	1	P6_tail	temp	vespermanĝtempo		kept_original	curated	inventory	2		
dipping	dipping	1	P6_tail	tremp	trempi	to dip, immerse, plunge, soak, steep	espdic	curated	inventory	2		
disagreeable	disagreeable	1	P6_tail	agrabl	malagrabla	bleak, dismal, dreary, horrible, ghastly, grisly, nasty, unpleasant	espdic	curated	inventory	2		
dollop	dollop	1	P6_tail	bul	buleto	pellet, small ball	espdic	curated	inventory	2		
drool	drool	1	P6_tail	bav	bavi	to dribble, slobber	espdic	curated	inventory	2		
encouragingly	encouragingly	1	P6_tail	kuraĝ	kuraĝige	supportively	espdic	curated	inventory	2		
enforce	enforce	1	P6_tail	dev	devigi	to compel, force, coerce, oblige	espdic	curated	inventory	2		
enthral	enthral	1	P6_tail	sorĉ	ensorĉi	to bewitch, delude, fascinate	espdic	curated	inventory	2		
eyeshadow	eyeshadow	1	P6_tail	ŝmink	okulŝminko	eye shadow	espdic	curated	inventory	2		
fleck	fleck	1	P6_tail	makul	makuleto	speck, spot	espdic	curated	inventory	2		
flick	flick	1	P6_tail	frap	ekfrapeti		kept_original	curated	inventory	2		
forwards	forwards	1	P6_tail	antaŭ	antaŭen	ahead, forth, forward(s), on(ward)	espdic	curated	inventory	2	rare-anchor	
frilly	frilly	1	P6_tail	volan	volana		kept_original	curated	inventory	2		
glint	glint	1	P6_tail	bril	ekbrilo	flash	espdic	curated	inventory	2		
goggle	goggle	1	P6_tail	vitr	naĝokulvitroj		kept_original	curated	inventory	2		
gooey	gooey	1	P6_tail	glu	glueca	sticky	espdic	curated	inventory	2		
griddle	griddle	1	P6_tail	plat	bakplato		kept_original	curated	inventory	2		
grimy	grimy	1	P6_tail	kot	kotoza		kept_original	curated	inventory	2	rare-anchor	
hairstyle	hairstyle	1	P6_tail	aranĝ	hararanĝo	hair style, hairdo	espdic	curated	inventory	2		
hardwork	hardwork	1	P6_tail	labor	laborego	graft, labor, toil	espdic	curated	inventory	2		
hilarious	hilarious	1	P6_tail	rid	ridiga	amusing, comedy	espdic	curated	inventory	2		
hilltop	hilltop	1	P6_tail	supr	montetsupro		kept_original	curated	inventory	2		
homemade	homemade	1	P6_tail	far	hejmfarita		kept_original	curated	inventory	2		
homeward	homeward	1	P6_tail	hejm	hejmen	home(wards)	espdic	curated	inventory	2		
hosepipe	hosepipe	1	P6_tail	tub	akvotubo	drain, water-pipe	espdic	curated	inventory	2		
huff	huff	1	P6_tail	snuf	eksnufi		kept_original	curated	inventory	2		
icky	icky	1	P6_tail	naŭz	naŭza	abhorrent, abominable, alien, disgusting, nasty, nauseous	espdic	curated	inventory	2		
inevitably	inevitably	1	P6_tail	evit	neeviteble	unavoidably	espdic	curated	inventory	2	rare-anchor	
jiggle	jiggle	1	P6_tail	sku	skueti	to jog, joggle	espdic	curated	inventory	2		
jiggly	jiggly	1	P6_tail	trem	tremeta		kept_original	curated	inventory	2		
knowledgeable	knowledgeable	1	P6_tail	kler	klera	cultured, educated, learned, well-informed, talented, enlightened	espdic	curated	inventory	2		
laze	laze	1	P6_tail	pigr	pigri	to be lazy	espdic	curated	inventory	2		
ledge	ledge	1	P6_tail	kornic	kornico	cornice	espdic	curated	inventory	2	rare-anchor	
lolly	lolly	1	P6_tail	bombon	lekbombono		kept_original	curated	inventory	2		
lunchbox	lunchbox	1	P6_tail	kest	manĝokesto		kept_original	curated	inventory	2		
matey	matey	1	P6_tail	kamarad	kamaradeca		kept_original	curated	inventory	2		
meatball	meatball	1	P6_tail	bul	viandbulo		kept_original	curated	inventory	2		
naptime	naptime	1	P6_tail	temp	dormtempo		kept_original	curated	inventory	2		
nighttime	nighttime	1	P6_tail	temp	noktotempo		kept_original	curated	inventory	2		
nugget	nugget	1	P6_tail	pec	orpeceto		kept_original	curated	inventory	2		
operas	operas	1	P6_tail	oper	opero	opera	espdic	curated	inventory	2		
opportunistic	opportunistic	1	P6_tail	oportun	oportunisma		kept_original	curated	inventory	2		
playdate	playdate	1	P6_tail	kunven	ludkunveno		kept_original	curated	inventory	2		
pleadingly	pleadingly	1	P6_tail	pet	petege		kept_original	curated	inventory	2		
poolside	poolside	1	P6_tail	rand	basenrando		kept_original	curated	inventory	2		
precariously	precariously	1	P6_tail	firm	malfirme	loosely	espdic	curated	inventory	2		
rainfall	rainfall	1	P6_tail	pluv	pluvado		kept_original	curated	inventory	2		
rainstorm	rainstorm	1	P6_tail	ŝtorm	pluvoŝtormo		kept_original	curated	inventory	2	rare-anchor	
reassurance	reassurance	1	P6_tail	trankvil	trankviligo	appeasement	espdic	curated	inventory	2		
refreshingly	refreshingly	1	P6_tail	freŝ	refreŝige		kept_original	curated	inventory	2		
riverside	riverside	1	P6_tail	bord	riverbordo	riverbank	espdic	curated	inventory	2		
rummage	rummage	1	P6_tail	serĉ	traserĉi	to search (in document)	espdic	curated	inventory	2		
scariness	scariness	1	P6_tail	tim	timigeco		kept_original	curated	inventory	2		
scourging	scourging	1	P6_tail	vip	vipado	flogging, lashing, whipping	espdic	curated	inventory	2		
scuttle	scuttle	1	P6_tail	kur	forkuri	to abscond, elope, escape, run away	espdic	curated	inventory	2		
securely	securely	1	P6_tail	sekur	sekure	safely	espdic	curated	inventory	2		
selfie	selfie	1	P6_tail	fot	memfoto		kept_original	curated	inventory	2		
sheepishly	sheepishly	1	P6_tail	embaras	embarasite		kept_original	curated	inventory	2		
shoebox	shoebox	1	P6_tail	kest	ŝuskesto		kept_original	curated	inventory	2	rare-anchor	
shovels	shovels	1	P6_tail	ŝovel	ŝovelo		kept_original	curated	inventory	2		
skillfully	skillfully	1	P6_tail	lert	lerte	cleverly	espdic	curated	inventory	2		
sloppy	sloppy	1	P6_tail	zorg	malzorga	careless, neglectful, negligent, remiss	espdic	curated	inventory	2		
slurp	slurp	1	P6_tail	sorb	laŭtsorbi		kept_original	curated	inventory	2		
smooshy	smooshy	1	P6_tail	mol	premmola		kept_original	curated	inventory	2		
smoothness	smoothness	1	P6_tail	glat	glateco		kept_original	curated	inventory	2		
smug	smug	1	P6_tail	kontent	memkontenta	self-content, self-satisfied	espdic	curated	inventory	2		
sneakily	sneakily	1	P6_tail	kaŝ	kaŝeme	furtively, slyly	espdic	curated	inventory	2		
snowstorm	snowstorm	1	P6_tail	ŝtorm	neĝoŝtormo	blizzard	espdic	curated	inventory	2	rare-anchor	
spacesuit	spacesuit	1	P6_tail	kostum	kosmokostumo		kept_original	curated	inventory	2		
spikey	spikey	1	P6_tail	pik	pika	nasty, piquant, prickly, pungent	espdic	curated	inventory	2		
squirm	squirm	1	P6_tail	tord	tordiĝi	to twist	espdic	curated	inventory	2		
steadily	steadily	1	P6_tail	stabil	stabile		kept_original	curated	inventory	2		
steamy	steamy	1	P6_tail	vapor	vaporplena	damp	espdic	curated	inventory	2		
stretchy	stretchy	1	P6_tail	elast	elastika		kept_original	curated	inventory	2	rare-anchor	
suave	suave	1	P6_tail	ĝentil	elegantĝentila		kept_original	curated	inventory	2		
summertime	summertime	1	P6_tail	temp	somertempo		kept_original	curated	inventory	2		
sunbathe	sunbathe	1	P6_tail	sun	sunumi	to sun, sun oneself, take a sunbath	espdic	curated	inventory	2		
sunburnt	sunburnt	1	P6_tail	brul	sunbruligita		kept_original	curated	inventory	2		
swingset	swingset	1	P6_tail	ar	balancilaro		kept_original	curated	inventory	2		
teary	teary	1	P6_tail	larm	larmoplena		kept_original	curated	inventory	2		
thoughtfully	thoughtfully	1	P6_tail	pripens	pripenseme	critically, reflectively	espdic	curated	inventory	2		
tingly	tingly	1	P6_tail	pik	pikpika		kept_original	curated	inventory	2		
tippy	tippy	1	P6_tail	stabil	malstabila	unstable	espdic	curated	inventory	2		
tiptoes	tiptoes	1	P6_tail	pint	piedpinte		kept_original	curated	inventory	2		
tokens	tokens	1	P6_tail	ĵeton	ĵetono	chip, disk, token	espdic	curated	inventory	2		
topping	topping	1	P6_tail	garn	garnaĵo	equipment, accessories, fittings	espdic	curated	inventory	2		
trek	trek	1	P6_tail	marŝ	longmarŝo		kept_original	curated	inventory	2		
triumphant	triumphant	1	P6_tail	triumf	triumfa	triumphal	espdic	curated	inventory	2	rare-anchor	
truthfully	truthfully	1	P6_tail	ver	vereme		kept_original	curated	inventory	2		
tutu	tutu	1	P6_tail	jup	baletjupo	ballet skirt	espdic	curated	inventory	2	rare-anchor	
twirly	twirly	1	P6_tail	turn	turniĝema		kept_original	curated	inventory	2		
unbelievably	unbelievably	1	P6_tail	kred	nekredeble	incredibly	espdic	curated	inventory	2	rare-anchor	
unpleasantly	unpleasantly	1	P6_tail	agrabl	malagrable		kept_original	curated	inventory	2		
unstuck	unstuck	1	P6_tail	fiks	malfiksita		kept_original	curated	inventory	2		
upside	upside	1	P6_tail	flank	supraflanko		kept_original	curated	inventory	2		
vigorously	vigorously	1	P6_tail	vigl	vigle	vigilantly	espdic	curated	inventory	2		
waggly	waggly	1	P6_tail	sving	svingiĝema		kept_original	curated	inventory	2		
waggy	waggy	1	P6_tail	sving	svingema		kept_original	curated	inventory	2		
walkway	walkway	1	P6_tail	voj	promenvojo		kept_original	curated	inventory	2		
webs	webs	1	P6_tail	arane	araneaĵo	spider web	espdic	curated	inventory	2		
wetsuit	wetsuit	1	P6_tail	kostum	mergokostumo		kept_original	curated	inventory	2		
whirling	whirling	1	P6_tail	kirl	kirliĝi	to swirl	espdic	curated	inventory	2		
whiteboard	whiteboard	1	P6_tail	tabul	blanktabulo		kept_original	curated	inventory	2		
wingbeat	wingbeat	1	P6_tail	bat	flugilbato		kept_original	curated	inventory	2		
nod	nod	480	P1_name	jes	kapjesi	to nod (in agreement)	espdic	curated	freq	1		
bug	bug	291	P2_hot	insekt	insekto	bug, insect	espdic	curated	freq	1		
fox	fox	224	P1_name	vulp	vulpo	fox	espdic	curated	seed	1		
duck	duck	193	P2_hot	anas	anaso	duck	espdic	curated	seed	1		
castle	castle	152	P1_name	kastel	kastelo	castle, citadel, fort, stronghold, mansion	espdic	curated	freq	1		
treasure	treasure	152	P2_hot	trezor	trezoro	treasure	espdic	curated	freq	1		
spin	spin	131	P2_hot	turn	turniĝi	to gyrate, rotate, turn, revolve	espdic	curated	freq	1		
snack	snack	129	P2_hot	manĝ	manĝeto	refection	espdic	curated	seed	1		
blanket	blanket	127	P2_hot	kovr	kovrilo	cover, hood, lid, wrapper	espdic	curated	freq	1		
nap	nap	119	P2_hot	dorm	dormeto	nap	espdic	curated	freq	1		
zoom	zoom	87	P1_name	fulm	fulmi	to flash, lighten	espdic	curated	freq	1		
sandy	sandy	83	P1_name	sabl	sabla	sand, of sand	espdic	curated	freq	1		
stir	stir	75	P2_hot	kirl	kirli	to curl, froth, stir, whip, whirl	espdic	curated	freq	1		
nest	nest	74	P2_hot	nest	nesto	nest, den, lair	espdic	curated	freq	1		
couch	couch	71	P2_hot	sof	sofo	sofa	espdic	curated	freq	1		
paw	paw	66	P2_hot	pied	piedeto	leg, paw, limb	kept_original	curated	freq	1		
rocket	rocket	66	P2_hot	raket	raketo	flare, missile, rocket	espdic	curated	freq	1		
bull	bull	63	P1_name	bov	virbovo	bull	espdic	curated	freq	1		
crown	crown	55	P2_hot	kron	krono	crown (money)	espdic	curated	freq	1		
log	log	53	P2_hot	ŝtip	ŝtipo	billet, block, chunk of wood, log	espdic	curated	freq	1		
jet	jet	47	P1_name	jet	jeto	jet (plane), jet propulsion	espdic	curated	freq	1		
chubby	chubby	41	P1_name	dik	diketa	plump	espdic	curated	freq	1		
tuna	tuna	38	P1_name	tinus	tinuso	tuna, tuna fish	espdic	curated	freq	1		
crane	crane	37	P2_hot	gru	gruo	crane (bird)	espdic	curated	freq	1		
spike	spike	37	P1_name	pik	pikilo	awl, dart, prick, sting, pin, pick, pointing device	espdic	curated	freq	1		
laser	laser	35	P1_name	laser	lasero	laser	espdic	curated	freq	1		
pigeon	pigeon	35	P1_name	kolomb	kolombo	dove, pigeon	espdic	curated	freq	1		
squash	squash	33	P1_name	kukurb	kukurbo	gourd, pumpkin, squash	espdic	curated	freq	1		
distant	distant	31	P1_name	for	fora	distant, far, remote	espdic	curated	freq	1		
awe	awe	29	P1_name	mir	mirego	amazement, stupefaction, wonder	espdic	curated	freq	1		
hut	hut	27	P1_name	kaban	kabano	cabin, hut, shack	espdic	curated	freq	1		
kangaroo	kangaroo	26	P1_name	kangaru	kanguruo	kangaroo	espdic	curated	freq	1		
counter	counter	25	P2_hot	tabl	labortablo	desk, desktop, workspace	espdic	curated	freq	1		kitchen+shop surface
lime	lime	24	P1_name	lime	limeo	lime	kept_original	curated	freq	1		
skeleton	skeleton	23	P1_name	skelet	skeleto	skeleton	espdic	curated	freq	1		
screw	screw	20	P1_name	ŝraŭb	ŝraŭbo	screw	espdic	curated	freq	1		
bulb	bulb	16	P1_name	lamp	lampo	lamp	espdic	curated	freq	2		
crystal	crystal	16	P1_name	kristal	kristalo	crystal	espdic	curated	freq	2		
floppy	floppy	16	P1_name	mol	mola	gentle, soft, tender, minor (music)	espdic	curated	freq	2		
mug	mug	16	P1_name	tas	taso	cup	espdic	curated	freq	2		
whisker	whisker	15	P1_name	vibris	vibriso	sideburn, whisker	kept_original	curated	freq	2		
temple	temple	12	P1_name	templ	templo	temple (worship)	espdic	curated	freq	2		
marshmallow	marshmallow	11	P4_nomatch	marŝmal	marŝmalo		kept_original	curated	freq	2		loanword; no standard native EO term
navy	navy	10	P1_name	blu	malhelblua	dark blue	espdic	curated	freq	2		
strip	strip	10	P1_name	stri	strio	ray, strip, stripe	espdic	curated	freq	2		
wizard	wizard	10	P1_name	sorĉ	sorĉisto	enchanter, magician, sorcerer, warlock, wizard, necromancer	espdic	curated	freq	2		
maple	maple	8	P1_name	acer	acero	maple, sycamore	espdic	curated	freq	2		
swoop	swoop	8	P4_nomatch	plonĝ	plonĝi	to dive, plunge	espdic	curated	freq	2		
beaver	beaver	7	P1_name	kastor	kastoro	beaver	espdic	curated	freq	2		
builder	builder	4	P6_tail	konstru	konstruisto	builder	espdic	curated	inventory	2		
crunch	crunch	4	P6_tail	krak	kraki	to bang, clap, crack, snap (noise)	espdic	curated	inventory	2		
hatch	hatch	4	P6_tail	kov	kovi	to brood (over), hatch (up), incubate, watch over	espdic	curated	inventory	2		
leap	leap	4	P6_tail	salt	salti	to jump, leap, spring, bounce, bound, vault	espdic	curated	inventory	2		
plug	plug	4	P6_tail	ŝtop	ŝtopilo	buffer, plug, electric plug, stopper	espdic	curated	inventory	2		
stalk	stalk	4	P6_tail	kaŝsekv	kaŝsekvi	to pace, stalk, step, stride, tread	kept_original	curated	inventory	2		
twitch	twitch	4	P6_tail	spasm	spasmeti	twitch	kept_original	curated	inventory	2	rare-anchor	
vibrant	vibrant	4	P6_tail	vigl	vigla	adroit, agile, alert, brisk, keen, lively, nimble, vigilant, watchful	espdic	curated	inventory	2		
aloud	aloud	3	P6_tail	laŭt	laŭte	aloud, loudly	espdic	curated	inventory	2		
attendant	attendant	3	P6_tail	akompan	akompananto	accompanist, companion	espdic	curated	inventory	2		
bamboo	bamboo	3	P6_tail	bambu	bambuo	bamboo	espdic	curated	inventory	2	rare-anchor	
checkout	checkout	3	P6_tail	kas	kaso	cash box, money box, till, cashier	espdic	curated	inventory	2		
chick	chick	3	P6_tail	kokid	kokido	chick, chicken, fowl, hen	espdic	curated	inventory	2		
cock	cock	3	P6_tail	kok	virkoko	cock, rooster	espdic	curated	inventory	2		
craft	craft	3	P6_tail	metiaĵ	metiaĵo	craftwork	espdic	curated	inventory	2		
